question,worker,answer
20046_clueweb09-en0006-35-26643,w6,0
20046_clueweb09-en0006-62-33610,w6,1
20046_clueweb09-en0006-20-35673,w6,1
20046_clueweb09-en0004-29-19633,w6,1
20046_clueweb09-en0006-30-38839,w16,0
20046_clueweb09-en0006-35-26643,w16,0
20046_clueweb09-en0006-62-33610,w16,0
20046_clueweb09-en0006-20-35673,w16,0
20046_clueweb09-en0004-29-19633,w16,2
20046_clueweb09-en0006-30-38839,w34,1
20046_clueweb09-en0006-35-26643,w34,1
20046_clueweb09-en0006-62-33610,w34,1
20046_clueweb09-en0006-20-35673,w34,1
20046_clueweb09-en0004-29-19633,w34,1
20046_clueweb09-en0008-73-34660,w10,0
20046_clueweb09-en0008-14-30725,w10,0
20046_clueweb09-en0008-01-00309,w10,0
20046_clueweb09-en0006-63-10343,w10,0
20046_clueweb09-enwp00-55-04531,w10,1
20046_clueweb09-en0008-73-34660,w1,0
20046_clueweb09-en0008-14-30725,w1,0
20046_clueweb09-en0008-01-00309,w1,0
20046_clueweb09-en0006-63-10343,w1,0
20046_clueweb09-enwp00-55-04531,w1,0
20046_clueweb09-en0008-73-34660,w3,1
20046_clueweb09-en0008-14-30725,w3,1
20046_clueweb09-en0008-01-00309,w3,1
20046_clueweb09-en0006-63-10343,w3,1
20046_clueweb09-enwp00-55-04531,w3,0
20046_clueweb09-en0008-73-34660,w6,0
20046_clueweb09-en0008-14-30725,w6,0
20046_clueweb09-en0008-01-00309,w6,0
20046_clueweb09-en0006-63-10343,w6,0
20046_clueweb09-enwp00-55-04531,w6,1
20046_clueweb09-en0008-73-34660,w7,0
20046_clueweb09-en0008-14-30725,w7,0
20046_clueweb09-en0008-01-00309,w7,0
20046_clueweb09-en0006-63-10343,w7,0
20046_clueweb09-enwp00-55-04531,w7,1
20046_clueweb09-en0009-11-07887,w1,0
20046_clueweb09-en0004-29-19672,w1,2
20046_clueweb09-en0010-40-36509,w1,0
20046_clueweb09-en0008-75-16934,w1,0
20046_clueweb09-en0009-90-23940,w1,0
20046_clueweb09-en0009-11-07887,w2,0
20046_clueweb09-en0004-29-19672,w2,2
20046_clueweb09-en0010-40-36509,w2,1
20046_clueweb09-en0008-75-16934,w2,0
20046_clueweb09-en0009-90-23940,w2,0
20046_clueweb09-en0009-11-07887,w3,1
20046_clueweb09-en0004-29-19672,w3,1
20046_clueweb09-en0010-40-36509,w3,1
20046_clueweb09-en0008-75-16934,w3,1
20046_clueweb09-en0009-90-23940,w3,1
20046_clueweb09-en0009-11-07887,w77,0
20046_clueweb09-en0004-29-19672,w77,2
20046_clueweb09-en0010-40-36509,w77,0
20046_clueweb09-en0008-75-16934,w77,0
20046_clueweb09-en0009-90-23940,w77,0
20046_clueweb09-en0009-11-07887,w8,2
20046_clueweb09-en0004-29-19672,w8,2
20046_clueweb09-en0010-40-36509,w8,2
20046_clueweb09-en0008-75-16934,w8,2
20046_clueweb09-en0009-90-23940,w8,2
20046_clueweb09-en0004-29-19653,w1,2
20046_clueweb09-en0010-55-36905,w1,0
20046_clueweb09-en0010-95-25145,w1,0
20046_clueweb09-en0010-61-35551,w1,0
20046_clueweb09-en0011-06-29473,w1,0
20046_clueweb09-en0004-29-19653,w2,2
20046_clueweb09-en0010-55-36905,w2,0
20046_clueweb09-en0010-95-25145,w2,0
20046_clueweb09-en0010-61-35551,w2,0
20046_clueweb09-en0011-06-29473,w2,0
20046_clueweb09-en0004-29-19653,w3,1
20046_clueweb09-en0010-55-36905,w3,0
20046_clueweb09-en0010-95-25145,w3,0
20046_clueweb09-en0010-61-35551,w3,0
20046_clueweb09-en0011-06-29473,w3,0
20046_clueweb09-en0004-29-19653,w4,2
20046_clueweb09-en0010-55-36905,w4,0
20046_clueweb09-en0010-95-25145,w4,2
20046_clueweb09-en0010-61-35551,w4,2
20046_clueweb09-en0011-06-29473,w4,0
20046_clueweb09-en0004-29-19653,w42,2
20046_clueweb09-en0010-55-36905,w42,0
20046_clueweb09-en0010-95-25145,w42,0
20046_clueweb09-en0010-61-35551,w42,0
20046_clueweb09-en0011-06-29473,w42,0
20046_clueweb09-en0009-33-6947,w74,3
20046_clueweb09-en0011-72-30949,w74,0
20046_clueweb09-en0019-08-30838,w74,2
20046_clueweb09-en0011-75-24664,w74,0
20046_clueweb09-en0019-08-30829,w74,2
20046_clueweb09-en0009-33-6947,w11,3
20046_clueweb09-en0011-72-30949,w11,0
20046_clueweb09-en0019-08-30838,w11,1
20046_clueweb09-en0011-75-24664,w11,0
20046_clueweb09-en0019-08-30829,w11,1
20046_clueweb09-en0009-33-6947,w3,3
20046_clueweb09-en0011-72-30949,w3,2
20046_clueweb09-en0019-08-30838,w3,0
20046_clueweb09-en0011-75-24664,w3,0
20046_clueweb09-en0019-08-30829,w3,0
20046_clueweb09-en0009-33-6947,w12,3
20046_clueweb09-en0011-72-30949,w12,0
20046_clueweb09-en0019-08-30838,w12,2
20046_clueweb09-en0011-75-24664,w12,0
20046_clueweb09-en0019-08-30829,w12,2
20046_clueweb09-en0004-29-19677,w28,2
20046_clueweb09-en0019-41-38217,w28,2
20046_clueweb09-en0033-24-38001,w28,2
20046_clueweb09-en0019-08-30841,w28,2
20046_clueweb09-en0019-08-30881,w28,2
20046_clueweb09-en0004-29-19677,w1,2
20046_clueweb09-en0019-41-38217,w1,2
20046_clueweb09-en0033-24-38001,w1,2
20046_clueweb09-en0019-08-30841,w1,2
20046_clueweb09-en0019-08-30881,w1,2
20046_clueweb09-en0004-29-19677,w3,0
20046_clueweb09-en0019-41-38217,w3,0
20046_clueweb09-en0033-24-38001,w3,0
20046_clueweb09-en0019-08-30841,w3,0
20046_clueweb09-en0019-08-30881,w3,0
20046_clueweb09-en0004-29-19677,w6,0
20046_clueweb09-en0019-41-38217,w6,0
20046_clueweb09-en0033-24-38001,w6,0
20046_clueweb09-en0019-08-30841,w6,0
20046_clueweb09-en0019-08-30881,w6,0
20046_clueweb09-en0004-29-19677,w7,1
20046_clueweb09-en0019-41-38217,w7,1
20046_clueweb09-en0033-24-38001,w7,1
20046_clueweb09-en0019-08-30841,w7,1
20046_clueweb09-en0019-08-30881,w7,1
20046_clueweb09-en0004-29-19636,w51,0
20046_clueweb09-en0033-99-01187,w51,0
20046_clueweb09-en0033-99-01189,w51,1
20046_clueweb09-en0036-15-37591,w51,0
20046_clueweb09-en0033-99-01230,w51,0
20046_clueweb09-en0004-29-19636,w3,0
20046_clueweb09-en0033-99-01187,w3,0
20046_clueweb09-en0033-99-01189,w3,0
20046_clueweb09-en0036-15-37591,w3,0
20046_clueweb09-en0033-99-01230,w3,0
20046_clueweb09-en0004-29-19636,w6,0
20046_clueweb09-en0033-99-01187,w6,1
20046_clueweb09-en0033-99-01189,w6,1
20046_clueweb09-en0036-15-37591,w6,0
20046_clueweb09-en0033-99-01230,w6,0
20046_clueweb09-en0004-29-19636,w4,2
20046_clueweb09-en0033-99-01187,w4,2
20046_clueweb09-en0033-99-01189,w4,2
20046_clueweb09-en0036-15-37591,w4,0
20046_clueweb09-en0033-99-01230,w4,2
20046_clueweb09-en0004-29-19636,w25,1
20046_clueweb09-en0033-99-01187,w25,1
20046_clueweb09-en0033-99-01189,w25,1
20046_clueweb09-en0036-15-37591,w25,0
20046_clueweb09-en0033-99-01230,w25,1
20046_clueweb09-en0044-18-35853,w23,0
20046_clueweb09-en0037-84-27199,w23,2
20046_clueweb09-en0043-33-21704,w23,0
20046_clueweb09-en0004-14-20540,w23,0
20046_clueweb09-en0043-85-06173,w23,2
20046_clueweb09-en0044-18-35853,w1,0
20046_clueweb09-en0037-84-27199,w1,0
20046_clueweb09-en0043-33-21704,w1,0
20046_clueweb09-en0004-14-20540,w1,2
20046_clueweb09-en0043-85-06173,w1,2
20046_clueweb09-en0044-18-35853,w3,0
20046_clueweb09-en0037-84-27199,w3,0
20046_clueweb09-en0043-33-21704,w3,0
20046_clueweb09-en0004-14-20540,w3,1
20046_clueweb09-en0043-85-06173,w3,0
20046_clueweb09-en0044-18-35853,w6,0
20046_clueweb09-en0037-84-27199,w6,1
20046_clueweb09-en0043-33-21704,w6,0
20046_clueweb09-en0004-14-20540,w6,2
20046_clueweb09-en0043-85-06173,w6,0
20046_clueweb09-en0044-18-35853,w72,1
20046_clueweb09-en0037-84-27199,w72,1
20046_clueweb09-en0043-33-21704,w72,2
20046_clueweb09-en0004-14-20540,w72,2
20046_clueweb09-en0043-85-06173,w72,2
20046_clueweb09-en0004-29-19641,w3,0
20046_clueweb09-en0050-26-26303,w3,0
20046_clueweb09-en0052-97-08165,w3,0
20046_clueweb09-en0059-47-00763,w3,0
20046_clueweb09-en0048-63-08658,w3,0
20046_clueweb09-en0004-29-19641,w6,1
20046_clueweb09-en0050-26-26303,w6,0
20046_clueweb09-en0052-97-08165,w6,1
20046_clueweb09-en0059-47-00763,w6,0
20046_clueweb09-en0048-63-08658,w6,0
20046_clueweb09-en0004-29-19641,w29,2
20046_clueweb09-en0050-26-26303,w29,0
20046_clueweb09-en0052-97-08165,w29,1
20046_clueweb09-en0059-47-00763,w29,0
20046_clueweb09-en0048-63-08658,w29,1
20046_clueweb09-en0004-29-19641,w32,1
20046_clueweb09-en0050-26-26303,w32,1
20046_clueweb09-en0052-97-08165,w32,1
20046_clueweb09-en0059-47-00763,w32,0
20046_clueweb09-en0048-63-08658,w32,2
20046_clueweb09-en0062-36-08762,w10,2
20046_clueweb09-en0062-25-10862,w10,2
20046_clueweb09-en0009-33-5817,w10,3
20046_clueweb09-en0061-18-14551,w10,0
20046_clueweb09-en0060-30-32995,w10,0
20046_clueweb09-en0062-36-08762,w46,1
20046_clueweb09-en0062-25-10862,w46,1
20046_clueweb09-en0009-33-5817,w46,3
20046_clueweb09-en0061-18-14551,w46,0
20046_clueweb09-en0060-30-32995,w46,0
20046_clueweb09-en0062-36-08762,w58,2
20046_clueweb09-en0062-25-10862,w58,2
20046_clueweb09-en0009-33-5817,w58,3
20046_clueweb09-en0061-18-14551,w58,0
20046_clueweb09-en0060-30-32995,w58,0
20046_clueweb09-en0062-36-08762,w8,2
20046_clueweb09-en0062-25-10862,w8,2
20046_clueweb09-en0009-33-5817,w8,0
20046_clueweb09-en0061-18-14551,w8,2
20046_clueweb09-en0060-30-32995,w8,2
20046_clueweb09-en0062-36-08762,w47,2
20046_clueweb09-en0062-25-10862,w47,2
20046_clueweb09-en0009-33-5817,w47,3
20046_clueweb09-en0061-18-14551,w47,1
20046_clueweb09-en0060-30-32995,w47,1
20046_clueweb09-enwp00-51-04978,w1,2
20046_clueweb09-en0071-85-05783,w1,2
20046_clueweb09-en0073-51-11903,w1,0
20046_clueweb09-en0076-51-21823,w1,2
20046_clueweb09-en0062-36-08763,w1,2
20046_clueweb09-enwp00-51-04978,w3,0
20046_clueweb09-en0071-85-05783,w3,0
20046_clueweb09-en0073-51-11903,w3,0
20046_clueweb09-en0076-51-21823,w3,0
20046_clueweb09-en0062-36-08763,w3,0
20046_clueweb09-enwp00-51-04978,w6,0
20046_clueweb09-en0071-85-05783,w6,0
20046_clueweb09-en0073-51-11903,w6,0
20046_clueweb09-en0076-51-21823,w6,1
20046_clueweb09-en0062-36-08763,w6,1
20046_clueweb09-enwp00-51-04978,w7,2
20046_clueweb09-en0071-85-05783,w7,2
20046_clueweb09-en0073-51-11903,w7,0
20046_clueweb09-en0076-51-21823,w7,1
20046_clueweb09-en0062-36-08763,w7,1
20046_clueweb09-enwp00-51-04978,w9,2
20046_clueweb09-en0071-85-05783,w9,2
20046_clueweb09-en0073-51-11903,w9,0
20046_clueweb09-en0076-51-21823,w9,2
20046_clueweb09-en0062-36-08763,w9,2
20046_clueweb09-en0004-29-19630,w28,2
20046_clueweb09-en0076-51-21941,w28,2
20046_clueweb09-en0086-45-08487,w28,0
20046_clueweb09-en0076-54-20793,w28,2
20046_clueweb09-en0076-54-20792,w28,2
20046_clueweb09-en0004-29-19630,w1,2
20046_clueweb09-en0076-51-21941,w1,2
20046_clueweb09-en0086-45-08487,w1,0
20046_clueweb09-en0076-54-20793,w1,2
20046_clueweb09-en0076-54-20792,w1,2
20046_clueweb09-en0004-29-19630,w3,0
20046_clueweb09-en0076-51-21941,w3,0
20046_clueweb09-en0086-45-08487,w3,0
20046_clueweb09-en0076-54-20793,w3,0
20046_clueweb09-en0076-54-20792,w3,0
20046_clueweb09-en0004-29-19630,w12,1
20046_clueweb09-en0076-51-21941,w12,1
20046_clueweb09-en0086-45-08487,w12,1
20046_clueweb09-en0076-54-20793,w12,1
20046_clueweb09-en0076-54-20792,w12,1
20046_clueweb09-en0102-37-03541,w19,2
20046_clueweb09-en0103-87-34453,w19,2
20046_clueweb09-en0102-41-24958,w19,2
20046_clueweb09-en0004-29-19666,w19,2
20046_clueweb09-en0107-80-03144,w19,2
20046_clueweb09-en0102-37-03541,w3,0
20046_clueweb09-en0103-87-34453,w3,1
20046_clueweb09-en0102-41-24958,w3,0
20046_clueweb09-en0004-29-19666,w3,0
20046_clueweb09-en0107-80-03144,w3,1
20046_clueweb09-en0102-37-03541,w6,1
20046_clueweb09-en0103-87-34453,w6,0
20046_clueweb09-en0102-41-24958,w6,0
20046_clueweb09-en0004-29-19666,w6,0
20046_clueweb09-en0107-80-03144,w6,1
20046_clueweb09-en0102-37-03541,w16,0
20046_clueweb09-en0103-87-34453,w16,2
20046_clueweb09-en0102-41-24958,w16,0
20046_clueweb09-en0004-29-19666,w16,2
20046_clueweb09-en0107-80-03144,w16,2
20046_clueweb09-en0102-37-03541,w7,0
20046_clueweb09-en0103-87-34453,w7,2
20046_clueweb09-en0102-41-24958,w7,0
20046_clueweb09-en0004-29-19666,w7,2
20046_clueweb09-en0107-80-03144,w7,2
20046_clueweb09-en0120-12-43904,w1,0
20046_clueweb09-en0004-29-19632,w1,2
20046_clueweb09-en0110-64-20966,w1,0
20046_clueweb09-en0124-55-11647,w1,2
20046_clueweb09-en0121-25-04390,w1,1
20046_clueweb09-en0120-12-43904,w2,0
20046_clueweb09-en0004-29-19632,w2,1
20046_clueweb09-en0110-64-20966,w2,0
20046_clueweb09-en0124-55-11647,w2,1
20046_clueweb09-en0121-25-04390,w2,0
20046_clueweb09-en0120-12-43904,w3,0
20046_clueweb09-en0004-29-19632,w3,0
20046_clueweb09-en0110-64-20966,w3,0
20046_clueweb09-en0124-55-11647,w3,0
20046_clueweb09-en0121-25-04390,w3,0
20046_clueweb09-en0120-12-43904,w13,0
20046_clueweb09-en0004-29-19632,w13,2
20046_clueweb09-en0110-64-20966,w13,0
20046_clueweb09-en0124-55-11647,w13,2
20046_clueweb09-en0121-25-04390,w13,0
20046_clueweb09-en0120-12-43904,w8,2
20046_clueweb09-en0004-29-19632,w8,2
20046_clueweb09-en0110-64-20966,w8,2
20046_clueweb09-en0124-55-11647,w8,2
20046_clueweb09-en0121-25-04390,w8,2
20046_clueweb09-en0009-33-7972,w3,3
20046_clueweb09-enwp00-07-13788,w3,0
20046_clueweb09-en0126-52-36869,w3,0
20046_clueweb09-enwp00-06-14265,w3,1
20046_clueweb09-enwp00-01-14314,w3,1
20046_clueweb09-en0009-33-7972,w6,3
20046_clueweb09-enwp00-07-13788,w6,3
20046_clueweb09-en0126-52-36869,w6,3
20046_clueweb09-enwp00-06-14265,w6,0
20046_clueweb09-enwp00-01-14314,w6,1
20046_clueweb09-en0009-33-7972,w7,3
20046_clueweb09-enwp00-07-13788,w7,1
20046_clueweb09-en0126-52-36869,w7,0
20046_clueweb09-enwp00-06-14265,w7,0
20046_clueweb09-enwp00-01-14314,w7,0
20046_clueweb09-en0009-33-7972,w96,3
20046_clueweb09-enwp00-07-13788,w96,2
20046_clueweb09-en0126-52-36869,w96,0
20046_clueweb09-enwp00-06-14265,w96,2
20046_clueweb09-enwp00-01-14314,w96,2
20046_clueweb09-en0009-33-7972,w12,3
20046_clueweb09-enwp00-07-13788,w12,0
20046_clueweb09-en0126-52-36869,w12,1
20046_clueweb09-enwp00-06-14265,w12,0
20046_clueweb09-enwp00-01-14314,w12,0
20046_clueweb09-en0004-29-19619,w1,2
20046_clueweb09-enwp00-14-14416,w1,1
20046_clueweb09-enwp01-83-18720,w1,1
20046_clueweb09-enwp00-47-08030,w1,1
20046_clueweb09-enwp01-95-13356,w1,1
20046_clueweb09-en0004-29-19619,w2,1
20046_clueweb09-enwp00-14-14416,w2,0
20046_clueweb09-enwp01-83-18720,w2,0
20046_clueweb09-enwp00-47-08030,w2,1
20046_clueweb09-enwp01-95-13356,w2,0
20046_clueweb09-en0004-29-19619,w3,0
20046_clueweb09-enwp00-14-14416,w3,0
20046_clueweb09-enwp01-83-18720,w3,0
20046_clueweb09-enwp00-47-08030,w3,0
20046_clueweb09-enwp01-95-13356,w3,0
20046_clueweb09-en0004-29-19619,w6,1
20046_clueweb09-enwp00-14-14416,w6,0
20046_clueweb09-enwp01-83-18720,w6,0
20046_clueweb09-enwp00-47-08030,w6,1
20046_clueweb09-enwp01-95-13356,w6,0
20046_clueweb09-en0004-29-19619,w18,1
20046_clueweb09-enwp00-14-14416,w18,0
20046_clueweb09-enwp01-83-18720,w18,0
20046_clueweb09-enwp00-47-08030,w18,1
20046_clueweb09-enwp01-95-13356,w18,0
20046_clueweb09-enwp03-15-04976,w2,0
20046_clueweb09-enwp03-13-16378,w2,0
20046_clueweb09-en0004-29-19674,w2,1
20046_clueweb09-en0009-33-5110,w2,3
20046_clueweb09-en0009-33-5110,w2,3
20046_clueweb09-enwp03-15-04976,w3,0
20046_clueweb09-enwp03-13-16378,w3,0
20046_clueweb09-en0004-29-19674,w3,0
20046_clueweb09-en0009-33-5110,w3,3
20046_clueweb09-en0009-33-5110,w3,3
20046_clueweb09-enwp03-15-04976,w6,0
20046_clueweb09-enwp03-13-16378,w6,0
20046_clueweb09-en0004-29-19674,w6,1
20046_clueweb09-en0009-33-5110,w6,3
20046_clueweb09-en0009-33-5110,w6,3
20046_clueweb09-enwp03-15-04976,w12,0
20046_clueweb09-enwp03-13-16378,w12,0
20046_clueweb09-en0004-29-19674,w12,2
20046_clueweb09-en0009-33-5110,w12,3
20046_clueweb09-en0009-33-5110,w12,3
20004_clueweb09-en0001-12-23561,w100,1
20004_clueweb09-en0000-61-13089,w100,2
20004_clueweb09-en0001-06-06336,w100,2
20004_clueweb09-en0000-08-11902,w100,0
20004_clueweb09-en0000-74-15920,w100,0
20004_clueweb09-en0001-12-23561,w99,3
20004_clueweb09-en0000-61-13089,w99,3
20004_clueweb09-en0001-06-06336,w99,0
20004_clueweb09-en0000-08-11902,w99,0
20004_clueweb09-en0000-74-15920,w99,3
20004_clueweb09-en0001-12-23561,w101,2
20004_clueweb09-en0000-61-13089,w101,2
20004_clueweb09-en0001-06-06336,w101,2
20004_clueweb09-en0000-08-11902,w101,2
20004_clueweb09-en0000-74-15920,w101,2
20004_clueweb09-en0001-12-23561,w102,0
20004_clueweb09-en0000-61-13089,w102,0
20004_clueweb09-en0001-06-06336,w102,0
20004_clueweb09-en0000-08-11902,w102,0
20004_clueweb09-en0000-74-15920,w102,0
20004_clueweb09-en0001-12-23561,w103,1
20004_clueweb09-en0000-61-13089,w103,0
20004_clueweb09-en0001-06-06336,w103,2
20004_clueweb09-en0000-08-11902,w103,0
20004_clueweb09-en0000-74-15920,w103,2
20004_clueweb09-en0001-12-23561,w10,0
20004_clueweb09-en0000-61-13089,w10,0
20004_clueweb09-en0001-06-06336,w10,0
20004_clueweb09-en0000-08-11902,w10,2
20004_clueweb09-en0000-74-15920,w10,0
20004_clueweb09-en0001-70-09034,w104,0
20004_clueweb09-en0001-40-17253,w104,0
20004_clueweb09-en0004-10-21079,w104,0
20004_clueweb09-en0001-73-08750,w104,0
20004_clueweb09-en0001-70-08836,w104,0
20004_clueweb09-en0001-70-09034,w28,0
20004_clueweb09-en0001-40-17253,w28,0
20004_clueweb09-en0004-10-21079,w28,1
20004_clueweb09-en0001-73-08750,w28,2
20004_clueweb09-en0001-70-08836,w28,0
20004_clueweb09-en0001-70-09034,w101,2
20004_clueweb09-en0001-40-17253,w101,2
20004_clueweb09-en0004-10-21079,w101,2
20004_clueweb09-en0001-73-08750,w101,2
20004_clueweb09-en0001-70-08836,w101,2
20004_clueweb09-en0001-70-09034,w102,0
20004_clueweb09-en0001-40-17253,w102,0
20004_clueweb09-en0004-10-21079,w102,0
20004_clueweb09-en0001-73-08750,w102,0
20004_clueweb09-en0001-70-08836,w102,0
20004_clueweb09-en0001-70-09034,w105,1
20004_clueweb09-en0001-40-17253,w105,1
20004_clueweb09-en0004-10-21079,w105,3
20004_clueweb09-en0001-73-08750,w105,1
20004_clueweb09-en0001-70-08836,w105,1
20004_clueweb09-en0001-70-09034,w100,2
20004_clueweb09-en0001-40-17253,w100,0
20004_clueweb09-en0004-10-21079,w100,0
20004_clueweb09-en0001-73-08750,w100,2
20004_clueweb09-en0001-70-08836,w100,0
20004_clueweb09-en0003-42-10050,w106,1
20004_clueweb09-en0005-22-25429,w106,1
20004_clueweb09-en0000-08-10768,w106,1
20004_clueweb09-en0002-66-00013,w106,0
20004_clueweb09-en0004-46-17676,w106,1
20004_clueweb09-en0003-42-10050,w102,0
20004_clueweb09-en0005-22-25429,w102,0
20004_clueweb09-en0000-08-10768,w102,0
20004_clueweb09-en0002-66-00013,w102,0
20004_clueweb09-en0004-46-17676,w102,0
20004_clueweb09-en0003-42-10050,w107,0
20004_clueweb09-en0005-22-25429,w107,0
20004_clueweb09-en0000-08-10768,w107,1
20004_clueweb09-en0002-66-00013,w107,0
20004_clueweb09-en0004-46-17676,w107,1
20004_clueweb09-en0003-42-10050,w108,1
20004_clueweb09-en0005-22-25429,w108,1
20004_clueweb09-en0000-08-10768,w108,1
20004_clueweb09-en0002-66-00013,w108,1
20004_clueweb09-en0004-46-17676,w108,1
20004_clueweb09-en0003-42-10050,w32,1
20004_clueweb09-en0005-22-25429,w32,0
20004_clueweb09-en0000-08-10768,w32,2
20004_clueweb09-en0002-66-00013,w32,0
20004_clueweb09-en0004-46-17676,w32,1
20004_clueweb09-en0003-42-10050,w100,3
20004_clueweb09-en0006-01-20545,w102,0
20004_clueweb09-en0011-82-35189,w102,0
20004_clueweb09-en0005-78-23493,w102,0
20004_clueweb09-en0006-42-24842,w102,0
20004_clueweb09-en0006-01-20544,w102,0
20004_clueweb09-en0006-01-20545,w109,1
20004_clueweb09-en0011-82-35189,w109,1
20004_clueweb09-en0005-78-23493,w109,1
20004_clueweb09-en0006-42-24842,w109,1
20004_clueweb09-en0006-01-20544,w109,1
20004_clueweb09-en0006-01-20545,w101,2
20004_clueweb09-en0011-82-35189,w101,2
20004_clueweb09-en0005-78-23493,w101,2
20004_clueweb09-en0006-42-24842,w101,2
20004_clueweb09-en0006-01-20544,w101,2
20004_clueweb09-en0006-01-20545,w18,0
20004_clueweb09-en0011-82-35189,w18,1
20004_clueweb09-en0005-78-23493,w18,0
20004_clueweb09-en0006-42-24842,w18,0
20004_clueweb09-en0006-01-20544,w18,0
20004_clueweb09-en0006-01-20545,w103,2
20004_clueweb09-en0011-82-35189,w103,0
20004_clueweb09-en0005-78-23493,w103,1
20004_clueweb09-en0006-42-24842,w103,1
20004_clueweb09-en0006-01-20544,w103,1
20004_clueweb09-en0006-01-20545,w110,2
20004_clueweb09-en0011-82-35189,w110,2
20004_clueweb09-en0005-78-23493,w110,2
20004_clueweb09-en0006-42-24842,w110,2
20004_clueweb09-en0006-01-20544,w110,2
20004_clueweb09-en0006-01-20545,w111,1
20004_clueweb09-en0011-82-35189,w111,1
20004_clueweb09-en0005-78-23493,w111,1
20004_clueweb09-en0006-42-24842,w111,1
20004_clueweb09-en0006-01-20544,w111,0
20004_clueweb09-en0006-68-07595,w99,0
20004_clueweb09-en0006-49-20605,w99,1
20004_clueweb09-en0000-08-10774,w99,0
20004_clueweb09-en0006-49-20569,w99,1
20004_clueweb09-en0006-45-24128,w99,0
20004_clueweb09-en0006-68-07595,w112,1
20004_clueweb09-en0006-49-20605,w112,1
20004_clueweb09-en0000-08-10774,w112,1
20004_clueweb09-en0006-49-20569,w112,1
20004_clueweb09-en0006-68-07595,w25,1
20004_clueweb09-en0006-49-20605,w25,1
20004_clueweb09-en0000-08-10774,w25,1
20004_clueweb09-en0006-49-20569,w25,1
20004_clueweb09-en0006-45-24128,w25,0
20004_clueweb09-en0006-68-07595,w102,0
20004_clueweb09-en0006-49-20605,w102,0
20004_clueweb09-en0000-08-10774,w102,0
20004_clueweb09-en0006-49-20569,w102,0
20004_clueweb09-en0006-45-24128,w102,0
20004_clueweb09-en0006-68-07595,w108,0
20004_clueweb09-en0006-49-20605,w108,0
20004_clueweb09-en0000-08-10774,w108,0
20004_clueweb09-en0006-49-20569,w108,0
20004_clueweb09-en0006-45-24128,w108,0
20004_clueweb09-en0006-68-07595,w106,1
20004_clueweb09-en0006-49-20605,w106,1
20004_clueweb09-en0000-08-10774,w106,1
20004_clueweb09-en0006-49-20569,w106,1
20004_clueweb09-en0006-45-24128,w106,0
20004_clueweb09-en0006-99-24258,w100,0
20004_clueweb09-en0000-08-10773,w100,0
20004_clueweb09-en0006-69-13339,w100,2
20004_clueweb09-en0006-69-13341,w100,2
20004_clueweb09-en0006-73-15210,w100,0
20004_clueweb09-en0006-99-24258,w113,0
20004_clueweb09-en0000-08-10773,w113,2
20004_clueweb09-en0006-69-13339,w113,0
20004_clueweb09-en0006-69-13341,w113,2
20004_clueweb09-en0006-73-15210,w113,3
20004_clueweb09-en0006-99-24258,w114,0
20004_clueweb09-en0000-08-10773,w114,2
20004_clueweb09-en0006-69-13339,w114,0
20004_clueweb09-en0006-69-13341,w114,1
20004_clueweb09-en0006-73-15210,w114,0
20004_clueweb09-en0006-99-24258,w115,0
20004_clueweb09-en0000-08-10773,w115,1
20004_clueweb09-en0006-69-13339,w115,0
20004_clueweb09-en0006-69-13341,w115,0
20004_clueweb09-en0006-73-15210,w115,1
20004_clueweb09-en0006-99-24258,w102,0
20004_clueweb09-en0000-08-10773,w102,0
20004_clueweb09-en0006-69-13339,w102,0
20004_clueweb09-en0006-69-13341,w102,0
20004_clueweb09-en0006-73-15210,w102,0
20004_clueweb09-en0006-99-24258,w106,1
20004_clueweb09-en0000-08-10773,w106,1
20004_clueweb09-en0006-69-13339,w106,1
20004_clueweb09-en0006-69-13341,w106,1
20004_clueweb09-en0006-73-15210,w106,0
20004_clueweb09-en0008-88-18897,w100,2
20004_clueweb09-en0009-33-74672,w100,2
20004_clueweb09-en0008-35-03285,w100,2
20004_clueweb09-en0008-88-18899,w100,2
20004_clueweb09-en0008-88-16503,w100,2
20004_clueweb09-en0008-88-18897,w116,2
20004_clueweb09-en0009-33-74672,w116,3
20004_clueweb09-en0008-35-03285,w116,0
20004_clueweb09-en0008-88-18899,w116,1
20004_clueweb09-en0008-88-16503,w116,1
20004_clueweb09-en0008-88-18897,w113,3
20004_clueweb09-en0009-33-74672,w113,2
20004_clueweb09-en0008-35-03285,w113,0
20004_clueweb09-en0008-88-18899,w113,2
20004_clueweb09-en0008-88-16503,w113,0
20004_clueweb09-en0008-88-18897,w117,1
20004_clueweb09-en0009-33-74672,w117,3
20004_clueweb09-en0008-35-03285,w117,1
20004_clueweb09-en0008-88-18899,w117,1
20004_clueweb09-en0008-88-16503,w117,1
20004_clueweb09-en0008-88-18897,w102,0
20004_clueweb09-en0009-33-74672,w102,0
20004_clueweb09-en0008-35-03285,w102,0
20004_clueweb09-en0008-88-18899,w102,0
20004_clueweb09-en0008-88-16503,w102,0
20004_clueweb09-en0010-70-08607,w113,1
20004_clueweb09-en0010-57-17390,w113,3
20004_clueweb09-en0008-97-11181,w113,2
20004_clueweb09-en0001-89-28016,w113,0
20004_clueweb09-en0010-80-32470,w113,0
20004_clueweb09-en0010-70-08607,w102,1
20004_clueweb09-en0010-57-17390,w102,1
