task,truth
Alps-http://www.geonames.org/4179588/alps.html,0
Faiza Mousa-http://www.geonames.org/2427385/mousa.html,0
Chris Isidore-http://www.freebase.com/view/en/franco-albertan,0
Islam-http://dbpedia.org/page/Islam,1
Islam-http://www.freebase.com/view/en/cat_stevens,0
Rhode Island Avenue-http://www.geonames.org/4140165/rhode-island-avenue-methodist-church.html,0
Southern Avenue-http://www.freebase.com/view/en/southern_ave,0
Chamontae Walker-http://dbpedia.org/page/Walker,0
Weaver-http://dbpedia.org/page/Will_Weaver,0
Adam Yahiye Gadahn-http://dbpedia.org/page/Phil_Pearlman,0
Egyptian-http://dbpedia.org/page/Egyptian,1
Islam-http://www.freebase.com/view/en/islam,1
Yemen-http://dbpedia.org/page/Yemen,1
Cineyug Films-http://www.freebase.com/view/m/06lmp9j,0
Rahul Gandhi-http://www.freebase.com/view/en/rahul_gandhi,1
Orange-http://dbpedia.org/page/Orange,0
Hutchinson Lane-http://www.geonames.org/4765502/hutchinson.html,0
New York Times-New York Times_undisclosedLink0,0
IBM-http://www.freebase.com/view/en/ibm,1
Inspire-http://www.freebase.com/view/wikipedia/de_id/875276,0
Keystone-http://www.geonames.org/4863425/keystone.html,0
D.C. Superior Court-http://dbpedia.org/page/Superior_Court_of_the_District_of_Columbia,1
Abyan-http://dbpedia.org/page/Abyan_Governorate,1
Temps-http://www.freebase.com/view/en/tempe,0
Front Line Defenders-http://dbpedia.org/page/Front_Line_Front,0
Obama-Obama_undisclosedLink0,0
Reinhard-http://dbpedia.org/page/Reinhard,0
Sharad Kumar-http://www.freebase.com/view/en/sharad_kumar,0
Saleh-Saleh_undisclosedLink0,0
Sarah Jones-Sarah Jones_undisclosedLink1,0
Hutchinson Lane-http://dbpedia.org/page/Hutchinson,0
European-http://dbpedia.org/page/European,1
Peace Talks-http://www.freebase.com/view/en/lome_peace_accord,0
Apple-http://dbpedia.org/page/Apple_III,0
Supreme Court-http://www.geonames.org/4140603/supreme-court.html,0
Vienna-http://www.freebase.com/view/en/university_of_vienna,0
Kindle Fire-http://www.freebase.com/view/user/jamie/wordnet/synset/115101361,0
Nigerian-Nigerian_undisclosedLink0,0
Keystone-http://www.geonames.org/4810894/keystone.html,0
IBM-http://www.geonames.org/2775348/ibm.html,0
Anwar al-Awlaki-http://dbpedia.org/page/Anwar_al-Awlaki,1
Anwar Al-Awlaki-http://www.freebase.com/view/wikipedia/en_title/People_linked_to_Anwar_al-Awlaki,0
Afghan-Afghan_undisclosedLink0,0
United Nations General Assembly-http://dbpedia.org/page/United_Nations_General_Assembly,1
Mohammad Akbar Lone-Mohammad Akbar Lone_undisclosedLink0,0
Philippines-http://www.freebase.com/view/en/philippines,1
Saini-http://www.geonames.org/7953503/saini.html,0
Pandemonium-http://www.freebase.com/view/m/01m_kjk,0
Jeff Bezos-http://dbpedia.org/page/Jeff_Bezos,1
Fort Hood-http://www.freebase.com/view/en/fort_hood_shooting,0
Sharad Kumar-http://www.freebase.com/view/en/kojagiri_poornima,0
Artifacts-http://dbpedia.org/page/Artifact,0
Nigerians-http://dbpedia.org/page/Nigeria,1
David Goldman-http://dbpedia.org/page/David_Goldman,0
Twinbrook-Twinbrook_undisclosedLink0,0
Yemen-Yemen_undisclosedLink0,0
Yemeni Embassy-http://dbpedia.org/page/The_Embassy,0
Nigerian-Nigerian_undisclosedLink1,0
Geneva-based-http://www.freebase.com/view/en/geneva_college,0
The Onion-http://dbpedia.org/page/.onion,0
London-http://dbpedia.org/page/Chandra_Davis,0
BC-http://www.freebase.com/view/en/bc_zalgiris,0
John-http://dbpedia.org/page/John_,0
Grosvenor-http://www.geonames.org/4695288/grosvenor.html,0
Wickramaratne-Wickramaratne_undisclosedLink0,0
NC-http://www.freebase.com/view/en/north_carolina,0
Sergio Ermotti-http://www.freebase.com/view/m/0bxqn19,0
Afghanistan-http://www.freebase.com/view/en/soviet_war_in_afghanistan,0
Xbox-http://www.freebase.com/view/en/xbox_360,0
Internet-http://dbpedia.org/page/Internet,1
FBI-FBI_undisclosedLink0,0
Zinjibar-http://dbpedia.org/page/Fadhli_Sultanate,0
Domestic Violence Awareness Month-http://www.freebase.com/view/en/awareness_days,0
Arhab-Arhab_undisclosedLink0,0
Siemens-http://www.geonames.org/5009830/siemens.html,0
Avenches-http://dbpedia.org/page/Avenches,1
IDCC-IDCC_undisclosedLink3,0
Takoma-http://www.freebase.com/view/m/0dnrt2v,0
Madrid-http://www.freebase.com/view/en/atletico_de_madrid,0
A Delhi-http://www.geonames.org/4853722/delhi.html,0
Jairam Ramesh-http://dbpedia.org/page/Jairam_Ramesh,1
Swiss-http://dbpedia.org/page/Switzerland,1
Fort Hood-http://www.geonames.org/7267472/fort-hood.html,0
ALU-http://www.freebase.com/view/en/alu_sequence,0
US-US_undisclosedLink1,0
Grand St Bernard-http://dbpedia.org/page/Great_St_Bernard_Pass,1
EBAY-http://www.freebase.com/view/wikipedia/fr/EBay_$0028chanson$0029,0
Minnesota-http://www.geonames.org/5037779/minnesota.html,1
Opposition PDP-http://dbpedia.org/page/The_Opposition,0
Barack Obama-http://www.freebase.com/view/en/barack_obama,1
French-http://dbpedia.org/page/French_people,0
France-http://dbpedia.org/page/This,0
Russians-http://www.freebase.com/view/lang/ru,0
Forest Glen-http://www.geonames.org/4623001/forest-glen.html,0
Domestic Violence Intervention Project-http://www.freebase.com/view/en/domestic_violence,0
Swan Telecom-Swan Telecom_undisclosedLink0,0
YORK-http://www.freebase.com/view/en/new_york_state_senate,0
Florian Mueller-http://www.freebase.com/view/en/florian_muller,0
Ross Levinsohn-Ross Levinsohn_undisclosedLink0,0
Sharmila Tagore-http://dbpedia.org/page/Sharmila_Tagore,1
Chris Isidore-http://www.freebase.com/view/wikipedia/en_title/Men$0027s_Football_at_the_2011_Pacific_Games,0
China-http://www.freebase.com/view/en/northern_and_southern_china,0
Emiratis-http://www.freebase.com/view/en/emirati_people,1
IHS iSuppli-http://www.freebase.com/view/en/ihs,0
nLa LibertÈ-http://dbpedia.org/page/NLA,0
London-http://dbpedia.org/page/This_Is_London,0
Chamontae Walker-http://www.freebase.com/view/m/04bd3l6,0
Swiss-http://dbpedia.org/page/Swiss_International_Air_Lines,0
Grand Cru-http://dbpedia.org/page/Grand_Cru_European,0
Banca Svizzera Italiana-Banca Svizzera Italiana_undisclosedLink1,0
UBM-http://dbpedia.org/page/UBM,0
FaceTime-http://www.freebase.com/view/en/facetime,0
Iran-http://www.freebase.com/view/en/iran_national_under_23_football_team,0
Federal Supreme Court-Federal Supreme Court_undisclosedLink0,0
Axel Weber-http://www.freebase.com/view/en/axel_a_weber,1
Android-based-http://dbpedia.org/page/Android,1
Ireland-Ireland_undisclosedLink0,0
Lugano-born Ermotti-http://www.freebase.com/view/m/0ft9hxw,0
Blick-http://www.freebase.com/view/m/0487dvv,0
Western-http://dbpedia.org/page/The_Western,0
O'Dea-http://dbpedia.org/page/O,0
Siemens-http://www.freebase.com/view/en/siemens,0
Twitter-http://data.nytimes.com/47730322355669815682,1
Keystone-http://www.freebase.com/view/en/pennsylvania,0
al-Roken-http://www.freebase.com/view/m/0wrmsv,0
Peace Talks-http://www.freebase.com/view/en/paris_peace_accords,0
Kalaignar TV-http://www.freebase.com/view/en/kalaignar_tv,1
O'Dea-http://dbpedia.org/page/Darrell_OO'Dea,0
Leibacher-http://dbpedia.org/page/89956_Leibacher,0
Sergio Ermotti-http://www.freebase.com/view/m/015yhfr,0
Kindle-http://dbpedia.org/page/Sergio_Kindle,0
Southern Avenue-http://dbpedia.org/page/Southern_Avenue,0
Rahul Gandhi-http://dbpedia.org/page/Rahul,0
AOL-http://www.freebase.com/view/en/aol,1
Gene Munster-Gene Munster_undisclosedLink0,0
Barack Obama-http://dbpedia.org/page/Barack_Obama,1
Microsoft-http://dbpedia.org/page/Microsoft_codename_Microsoft,0
Celtic-http://www.geonames.org/5918969/celtic.html,0
Mohammed-http://www.geonames.org/1234852/mohammed.html,0
Chinese Internet-http://dbpedia.org/page/China_Next_Generation_Internet,0
Sarah Jones-http://www.freebase.com/view/en/sarah_jones,0
Montgomery-http://dbpedia.org/page/Montgomery_,0
Piper Jaffray-http://dbpedia.org/page/Piper_Jaffray,0
Silent Witness-Silent Witness_undisclosedLink1,0
Emma Brown-Emma Brown_undisclosedLink1,0
Fakharany-http://www.freebase.com/view/en/yehia_el_fakharany,0
AQAP-http://www.freebase.com/view/m/0wny_2,0
Silicon Valley-http://www.geonames.org/6940309/silicon-valley.html,1
Cairo-http://dbpedia.org/page/Make_Up_the_Breakdown,0
Commission-http://www.freebase.com/view/en/united_states_securities_and_exchange_commission,0
Bill Watkins-http://dbpedia.org/page/Bill_Watkins,0
FaceTime-http://dbpedia.org/page/FaceTime,1
Hamid Karzai-http://www.freebase.com/view/en/karzai_administration,0
Google-http://dbpedia.org/page/Bushism,0
Sri Lanka-http://www.freebase.com/view/en/parliament_of_sri_lanka,0
UBS-http://dbpedia.org/page/Polybahn,0
New York-http://dbpedia.org/page/New_York_City,0
Richter-http://dbpedia.org/page/Richter,0
Vienna-Vienna_undisclosedLink1,0
Joint Special Operations Command-http://www.freebase.com/view/en/united_states_joint_special_operations_command,1
Alps-http://www.geonames.org/4744241/alps.html,0
Reinhard-http://dbpedia.org/page/Reinhard_Suhren,0
D.C. Superior Court-http://www.freebase.com/view/en/superior_court_of_the_district_of_columbia,1
South Pacific-http://www.freebase.com/view/en/oceania,0
Richter-http://www.freebase.com/view/en/richter_magnitude_scale,1
John-http://dbpedia.org/page/John_Adriano_Acea,0
Alfredo Gysi-http://www.freebase.com/view/m/0gmlxq8,0
London-http://dbpedia.org/page/SS_London_(1864),0
Wickramaratne-http://www.freebase.com/view/en/eran_wickramaratne,0
Western-http://www.freebase.com/view/en/western_world,1
RIMM-http://dbpedia.org/page/RIMM,0
European-http://dbpedia.org/page/The_European,0
Samir Khan-http://dbpedia.org/page/Samir,0
Geneva-Geneva_undisclosedLink1,0
UBS-http://www.freebase.com/view/en/ubs_ag,1
Motorola Mobility-Motorola Mobility_undisclosedLink0,0
trans-Atlantic-http://dbpedia.org/page/Transatlantic,1
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink2,0
Chris Isidore-http://dbpedia.org/page/Isidore,0
Italy-http://www.freebase.com/view/en/federazione_italiana_giuoco_calcio,0
Paul R. La Monica-Paul R. La Monica_undisclosedLink1,0
Sal Guatieri-Sal Guatieri_undisclosedLink0,0
Alpine-http://www.freebase.com/view/en/alpine_skiing,0
Mr. Ahmadinejad-http://data.nytimes.com/N63021508116370590173,1
Sarah Jones-http://www.freebase.com/view/wikipedia/en_title/Sarah_Jones_$0028screen_actress$0029,0
Nespresso-http://www.freebase.com/view/en/nespresso,1
Mohammed-http://dbpedia.org/page/Muhammad,0
iSuppli-http://www.freebase.com/view/en/ihs_inc,0
Greece-http://www.freebase.com/view/en/greece_united_states,0
Alps-http://dbpedia.org/page/Alps,1
Vienna-http://dbpedia.org/page/Vienna,0
al-Roken-http://www.freebase.com/view/m/012wgx5,0
Mohammad Akbar Lone-http://dbpedia.org/page/Mohammad_Akbar_Lone,1
Zurich-based-http://dbpedia.org/page/Zurich,1
Grand St Bernard-http://www.freebase.com/view/wikipedia/fr_id/46225,0
Alpine-http://www.geonames.org/4830032/alpine.html,0
Western-Western_undisclosedLink0,0
Julia Slater-http://www.freebase.com/view/en/ashley_slater,0
Silicon Valley-http://www.freebase.com/view/en/silicon_valley_football_classic,0
Madrid-Madrid_undisclosedLink0,0
Market Square-http://dbpedia.org/page/Market_Square,0
Souvenir-Souvenir_undisclosedLink1,0
Austria-http://www.freebase.com/view/en/austria,1
Fort Hood-http://www.freebase.com/view/en/fort_hood,1
Yemen-http://www.freebase.com/view/en/yemen,1
La LibertÈ-http://dbpedia.org/page/L.A._In,0
Roman-http://www.freebase.com/view/en/ancient_rome,0
Great Satan-Great Satan_undisclosedLink1,0
Virginia-http://www.freebase.com/view/en/virginia,1
Swiss-http://www.geonames.org/4824197/swiss.html,0
Nigerians-http://dbpedia.org/page/List_of_Nigerians,0
Ross Levinsohn-http://dbpedia.org/page/Ross_Levinsohn,1
Southeast-http://www.geonames.org/4140541/southeast.html,0
Samir Khan-http://www.freebase.com/view/wikipedia/en_title/Kepler_$0028band$0029,0
Rajiv Agarwal-http://dbpedia.org/page/Rajiv,0
al-Asiri-http://dbpedia.org/page/Abdullah_al-Asiri,0
Diane Ruggiero-Diane Ruggiero_undisclosedLink0,0
Cineyug Films-http://www.freebase.com/view/m/0f1t8xz,0
Finnish-http://www.freebase.com/view/en/finland,1
Wael Fakharany-http://dbpedia.org/page/Wael,0
Merrill Lynch-http://www.freebase.com/view/en/merrill_lynch,1
Middle East-http://www.freebase.com/view/en/the_middle_east,0
Swiss Alpine Club-http://www.freebase.com/view/en/alpine_club,0
Kindle Fire-Kindle Fire_undisclosedLink0,0
US-US_undisclosedLink0,0
Sony-http://dbpedia.org/page/Sony,1
Bronze Age-http://www.freebase.com/view/en/nordic_bronze_age,0
St Bernard-St Bernard_undisclosedLink0,0
Taliban-http://www.geonames.org/1402687/taliban.html,1
London-http://dbpedia.org/page/London,0
English-speaking Muslims-http://www.freebase.com/view/en/arabic_language,0
Virginia-http://dbpedia.org/page/Virginia_Virginia,0
Afghanistan-http://www.freebase.com/view/en/kingdom_of_afghanistan,0
Tim Morse-http://www.geonames.org/4275755/morse.html,0
Lesa Jansen-http://www.freebase.com/view/m/018swdw,0
Skype-style-http://dbpedia.org/page/Skype,0
United States-http://www.freebase.com/view/en/united_states,1
Florian Mueller-http://www.geonames.org/5026983/florian.html,0
Ibrahim Hasan al-Asiri-http://www.geonames.org/448896/ibrahim-al-hasan.html,0
Geneva-based-Geneva-based_undisclosedLink1,0
Microsoft-http://dbpedia.org/page/WCF_Data_Services,0
Jennie Pasquarella-http://www.geonames.org/4202742/jennie.html,0
Jibrin Ibrahim-http://dbpedia.org/page/Augustine_Jibrin,0
Maryland-http://www.geonames.org/4332742/maryland.html,0
Ibrahim Hasan al-Asiri-http://dbpedia.org/page/Ibrahim_Al_Hasan,0
Rashed-http://dbpedia.org/page/Mish?r?_R?shid_al-?Af?s?,0
Afghanistanís Leaders Sour-http://www.geonames.org/2532393/sour.html,0
Inspire-http://www.freebase.com/view/en/inspirational,0
Turmix-Turmix_undisclosedLink1,0
S.-S._undisclosedLink0,0
BC-http://dbpedia.org/page/BC,0
CNNMoney-CNNMoney_undisclosedLink2,0
Alexandria Commonwealthís Attorneyís Office-http://www.geonames.org/5016114/alexandria-post-office.html,0
Sinhalese-http://dbpedia.org/page/Sinhala,0
Hussain-http://www.freebase.com/view/en/husayn_ibn_ali,0
Wall Street Journal-http://dbpedia.org/page/The_Wall_Street_Journal_Asia,0
French-http://dbpedia.org/page/French,0
Twitter-http://www.freebase.com/view/en/twitter,1
Paul R. La Monica-Paul R. La Monica_undisclosedLink0,0
Sri Lankaís-http://www.freebase.com/view/en/sri_lankan_moors,0
Clare O'Dea-http://dbpedia.org/page/OInstitute,0
Karim Morani-http://www.geonames.org/1430226/morani.html,0
Europe-http://dbpedia.org/page/Europe,1
Stanford University-http://www.freebase.com/view/en/stanford_university,1
Lee & Hayes-http://www.freebase.com/view/en/lee_hays,0
Nespresso-http://dbpedia.org/page/Nespresso,1
Bourg St Pierre-http://www.freebase.com/view/en/bourg-saint-pierre,1
Kusegaon Fruits & Vegetables Pvt Ltd-http://www.freebase.com/view/m/06hlzl9,0
Jairam Ramesh-http://www.freebase.com/view/en/jairam_ramesh,1
Montek Singh Ahluwalia-http://dbpedia.org/page/Montek_Singh_Ahluwalia,1
Meeko Carraway-http://dbpedia.org/page/Caraway,0
Alexandria Commonwealthís Attorneyís Office-Alexandria Commonwealthís Attorneyís Office_undisclosedLink1,0
Kindle Fire Amazon-http://dbpedia.org/page/Amazon_Kindle#Kindle_2,0
Grand St Bernard-http://dbpedia.org/page/Saint_Bernard,0
Taliban-http://www.freebase.com/view/en/taliban_movement,1
Nidal Hasan-Nidal Hasan_undisclosedLink0,0
EBAY-http://dbpedia.org/page/EBay,1
Abu Suhail-http://www.freebase.com/view/en/abu_suhail_an_nafi_ibn_abd_ar_rahman,0
Blick-http://www.freebase.com/view/en/blick,1
Great St Bernard Pass-http://www.geonames.org/2660518/great-saint-bernard-pass.html,1
English-speaking Muslims-http://dbpedia.org/page/Greek-speaking_Muslims,0
Fort Totten-http://www.freebase.com/view/en/fort_totten,0
Jawf-Jawf_undisclosedLink1,0
United States-http://dbpedia.org/page/Electoral_College_United,0
IHS iSuppli-http://dbpedia.org/page/IHS_Inc.,1
Kashmir-Kashmir_undisclosedLink0,0
Washington-http://dbpedia.org/page/Washington,0
American-born-http://dbpedia.org/page/Born_American,0
GOOG-http://www.freebase.com/view/en/googly,0
Muslims-Muslims_undisclosedLink0,0
Manmohan Singh-http://data.nytimes.com/N20187293049711042473,1
IBM-http://dbpedia.org/page/IBM_Personal_Computer/AT,0
trans-Atlantic-http://www.freebase.com/view/en/atlantic_ocean,0
Darrel Hendy-http://dbpedia.org/page/Darrell,0
India Meteorological Department-http://www.freebase.com/view/en/regional_specialized_meteorological_centre,0
Nigerian-http://dbpedia.org/page/Advance-fee_fraud,0
Western Alps-http://dbpedia.org/page/Geography_of_the_AlpsWestern,0
Federico Bragagnini-http://www.freebase.com/view/m/05kf4_7,0
George Clooney-http://www.freebase.com/view/en/rosemary_clooney,0
Artifacts-http://www.freebase.com/view/m/065nzln,0
Sharmila Tagore-Sharmila Tagore_undisclosedLink0,0
Bronze Age-http://dbpedia.org/page/Age_of_Bronze,0
Shiite-http://dbpedia.org/page/Shia_Islam,1
Times Square-http://www.geonames.org/4980816/times-square.html,0
Front Line Defenders-http://www.freebase.com/view/en/martin_ennals_award_for_human_rights_defenders,0
Baltimore-http://www.freebase.com/view/en/baltimore,1
Mohammed Jamjoom-http://www.freebase.com/view/m/0lkpl9,0
ALU-http://dbpedia.org/page/ALU,0
Ibrahim-http://www.freebase.com/view/en/abdullah_ibrahim,0
Eastern Market-http://www.freebase.com/view/en/eastern_market,0
United States-http://www.freebase.com/view/en/president_of_the_united_states,0
Ibrahim-http://dbpedia.org/page/Abraham,0
Moulvi Iftikhar Hussain-http://dbpedia.org/page/Mian_Iftikhar_Hussain,0
Wickramaratne-http://www.freebase.com/view/en/hemantha_wickramaratne,0
Turmix-http://www.freebase.com/view/m/03j9vdj,0
BPL-http://www.freebase.com/view/wikipedia/images/commons_id/7609884,0
Pasquarella-http://www.freebase.com/view/en/pasquarella,0
Minnesota-Minnesota_undisclosedLink0,0
United Nations-United Nations_undisclosedLink1,0
Finnish-Finnish_undisclosedLink0,0
Domestic Violence Awareness Month-http://www.freebase.com/view/authority/us/gov/loc/sh/sh91000722,1
Philippines-http://www.freebase.com/view/base/philippines,0
Columbia-http://www.freebase.com/view/en/columbia_university,0
Yugoslavia-http://www.freebase.com/view/en/yugoslavia_national_football_team,0
Kennedy-http://dbpedia.org/page/Kennedy,0
The Onion-http://dbpedia.org/page/Onion,0
Mont Dolent-http://dbpedia.org/page/Mont_Dolent,1
Eastern Market-http://www.geonames.org/4138355/eastern-market.html,0
Maryland-http://dbpedia.org/page/Maryland,1
Fribourg-http://www.geonames.org/2660718/fribourg.html,1
Kennedy-http://www.freebase.com/view/en/ted_kennedy,0
Al Qaeda-http://www.freebase.com/view/en/al_qaeda_in_iraq,0
California-http://dbpedia.org/page/Totoma,0
Al Qaeda-http://www.freebase.com/view/en/al-qaeda,1
Umar Farouk AbdulMutallab-http://www.freebase.com/view/en/umar_farouk_abdulmutallab,1
Hewlett-Packard-Hewlett-Packard_undisclosedLink0,0
Alps-http://dbpedia.org/page/The_Alps,0
Yemeni Embassy-http://dbpedia.org/page/2008_American_Embassy_attack_in_Yemen,0
Richter-http://www.freebase.com/view/en/sviatoslav_richter,0
Clare O'Dea-http://www.freebase.com/view/en/odea_castle,0
United Nations-http://www.freebase.com/view/en/united_nations,1
Lesa Jansen-http://www.geonames.org/910715/lesa.html,0
Android-http://www.freebase.com/view/en/gphone,1
Lugano-born Ermotti-http://www.geonames.org/2659836/lugano.html,0
Institute of Federalism-http://www.freebase.com/view/en/eth_zurich,0
Zug-http://dbpedia.org/page/Zug,1
HP-http://dbpedia.org/page/Horsepower,0
Taobao-http://dbpedia.org/page/Taobao_Mall,0
EBAY-http://www.freebase.com/view/en/west_surrey_racing,0
Jack Ma-http://dbpedia.org/page/Jack_Ma,1
Americas-http://dbpedia.org/page/Americas,1
Ahmadinejad-http://www.freebase.com/view/wikipedia/en_title/Parvin_Ahmadinejad,0
Takoma-http://www.freebase.com/view/en/takoma_records,0
Osama bin Laden-Osama bin Laden_undisclosedLink0,0
Alexandria Commonwealthís Attorneyís Office-http://www.geonames.org/4505106/alexandria-post-office-historical.html,0
Abu Suhail-http://www.freebase.com/view/en/sahla_bint_suhail,0
US-http://dbpedia.org/page/Yeh_hum_naheen,0
David Goldman-http://www.freebase.com/view/m/05x8ft6,0
Julia Slater-http://dbpedia.org/page/Slater,0
Keystone-http://www.geonames.org/4810893/keystone.html,0
Nasser al-Awlaki-http://dbpedia.org/page/Al_Nassr_FC,0
Megan Buerger-http://dbpedia.org/page/Hugo_Lubliner,0
Saini-http://www.geonames.org/7973865/saini.html,0
Kindle Fire-http://dbpedia.org/page/Amazon_Kindle,0
Arabic-http://www.freebase.com/view/en/arabic_language,1
Europe-http://www.freebase.com/view/en/europe,1
Arabian Peninsula-http://www.freebase.com/view/en/arabian_peninsula,1
Federico Bragagnini-http://dbpedia.org/page/Federico,0
North Carolina-http://www.freebase.com/view/en/north_carolina,1
American-born-http://www.freebase.com/view/en/american_born_confused_desi,0
Kaspar Villiger-http://www.freebase.com/view/m/02b_v9c,0
UBS-http://www.geonames.org/6946010/ubs.html,0
Europe-http://dbpedia.org/page/In_Europe,0
Sikkim-http://www.freebase.com/view/wikipedia/en_title/Sikkim_$0028Lok_Sabha_constituency$0029,0
Cairo-http://www.freebase.com/view/en/cairo_university,0
Silicon Valley-http://www.freebase.com/view/en/silicon_valley,1
Nasser al-Awlaki-Nasser al-Awlaki_undisclosedLink1,0
Supreme Court-http://www.freebase.com/view/en/supreme_court_of_india,0
Zinjibar-http://dbpedia.org/page/Battle_of_Zinjibar,0
Austria-Austria_undisclosedLink1,0
Hassan Ali-http://www.freebase.com/view/en/hassan_ali,0
Sarah Jones-Sarah Jones_undisclosedLink0,0
Osama bin Laden-http://dbpedia.org/page/FatawOsama,0
Sri Lankaís-http://www.geonames.org/2532354/sri.html,0
Swiss-style-http://dbpedia.org/page/Swiss_Style,0
Barbara Starr-http://dbpedia.org/page/Starr,0
Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0
Alfredo Gysi-http://www.freebase.com/view/m/0c8fmqn,0
New York-http://www.freebase.com/view/en/new_york_state,1
John-http://dbpedia.org/page/John_Henley,0
India Meteorological Department-India Meteorological Department_undisclosedLink0,0
Siemens-http://www.freebase.com/view/wikipedia/en_title/Siemens_Wind_Power,0
Nidal Hasan-http://dbpedia.org/page/Abu_Nidal,0
Amazon Prime-http://dbpedia.org/page/Amazon.comAmazon,0
Alipay-Alipay_undisclosedLink1,0
France-http://www.freebase.com/view/en/france,1
Ross Levinsohn-http://dbpedia.org/page/Michael_Levinsohn,0
Wickramaratne-http://dbpedia.org/page/Hemantha_Wickramaratne,0
Market Square-http://www.freebase.com/view/en/market_square_shopping_centre,0
AOL-http://data.nytimes.com/74326256924009431042,0
New Mexico-New Mexico_undisclosedLink0,0
Claire Dunn-http://www.freebase.com/view/m/0btzzd0,0
Brookdale Drive-http://www.freebase.com/view/en/minneapolis_brookdale_drive_kingdom_hall,0
Arabic Network for Human Rights Information-http://dbpedia.org/page/Arabic_Network_for_Human_Rights_Information,1
Nepal-http://dbpedia.org/page/Nepal,1
Android-http://dbpedia.org/page/Android,0
Germany-Germany_undisclosedLink0,0
Sal Guatieri-http://www.freebase.com/view/m/03h_vvh,0
Austria-http://dbpedia.org/page/Fucking,0
Wash.-http://dbpedia.org/page/WASH,0
Great St Bernard Pass-http://www.freebase.com/view/en/great_st_bernard_pass,1
Wickramaratne-http://dbpedia.org/page/Eran_Wickramaratne,0
Norway-Norway_undisclosedLink0,0
Hosni Mubarak-http://data.nytimes.com/64604503528392632533thanks....,0
Ahmed Mansoor-http://www.freebase.com/view/en/mansur,0
New Mexico-http://www.freebase.com/view/en/new_mexico,1
Anwar al-Awlaki-http://www.freebase.com/view/en/anwar_al-awlaki,1
Asif Balwa-http://www.geonames.org/77911/asif.html,0
Silicon Valley-http://www.freebase.com/view/en/pirates_of_silicon_valley,0
Xbox-http://dbpedia.org/page/Xbox,1
Christmas-http://dbpedia.org/page/Happy_Xmas_Christmas,0
Operation Troy-http://www.freebase.com/view/en/operation_rescue,0
Nidal Hasan-http://dbpedia.org/page/Nidal_Malik_Hasan,1
Doug Gross-http://www.geonames.org/4157616/gross.html,0
Stanford University-http://dbpedia.org/page/Stanford_University,1
Texas-http://www.freebase.com/view/en/texas_rangers,0
Emiratis-http://dbpedia.org/page/List_of_Emiratis,0
Khalifa-http://www.geonames.org/1446983/khalifa.html,0
Eva Maria Belser-http://www.freebase.com/view/en/belser,0
Silent Witness-http://dbpedia.org/page/Silent_Witness,0
Apple Store-http://dbpedia.org/page/Apple_Store,1
English-speaking Muslims-English-speaking Muslims_undisclosedLink0,0
Fakharany-Fakharany_undisclosedLink2,0
al-Asiri-http://www.geonames.org/7526731/ash-shaykh-muhammad-al-asiri.html,0
Wael Fakharany-http://www.freebase.com/view/en/yehia_el_fakharany,0
Spokane-http://www.geonames.org/4409686/spokane.html,0
Meeko Carraway-http://www.freebase.com/view/en/meeko,0
Alexandria-Alexandria_undisclosedLink0,0
Tania Weaver-http://www.freebase.com/view/en/january_13,0
Yemeni-Yemeni_undisclosedLink1,0
Richard Barrett-http://www.freebase.com/view/en/ritchie_barrett,0
AAPL-http://dbpedia.org/page/History_of_Apple_Inc.Nortel,1
Americas-http://www.freebase.com/view/en/americas,1
Afghanistanís Leaders Sour-http://dbpedia.org/page/TasteAfghanistanís,0
iSuppli-http://www.freebase.com/view/en/isuppli,1
Mueller-http://dbpedia.org/page/Mueller,0
Silent Witness-http://www.freebase.com/view/en/silent_witness,0
Jammu-http://www.geonames.org/1269322/jammu.html,1
Xbox-http://www.freebase.com/view/en/xbox_live,0
Maha Abouelenein-http://www.freebase.com/view/en/maha,0
Sharmila Tagore-http://www.freebase.com/view/en/sharmila_tagore,1
St Bernard-http://dbpedia.org/page/Saint_Bernard,0
Piper Jaffray-http://www.freebase.com/view/en/piper_jaffray_asia_holdings_ltd,0
Grand St Bernard-http://www.geonames.org/6155703/st-bernard.html,0
Meeko Carraway-http://www.freebase.com/view/en/carraway,0
Taobao-http://dbpedia.org/page/Taobao_Marketplace,0
Anwar Al-Awlaki-Anwar Al-Awlaki_undisclosedLink0,0
Swan Telecom-http://www.geonames.org/3731419/telecom.html,0
Lesa Jansen-Lesa Jansen_undisclosedLink0,0
Alipay-Alipay_undisclosedLink0,0
Emirati-http://dbpedia.org/page/Emirati_people,1
Mondayís German-language-http://www.freebase.com/view/user/tsegaran/universityx/control/5431070,0
AOL-http://dbpedia.org/page/AOL,1
Montgomery-http://dbpedia.org/page/Will_Montgomery,0
Portugal-http://www.freebase.com/view/en/portuguese_football_federation,0
Arabic Network for Human Rights Information-http://www.freebase.com/view/en/international_freedom_of_expression_exchange,0
Alibaba-owned-Alibaba-owned_undisclosedLink0,0
Glenmont-http://www.geonames.org/4833344/glenmont.html,0
Afghanistanís Leaders Sour-http://www.freebase.com/view/m/027hnz7,0
St Bernard-http://www.geonames.org/6155703/st-bernard.html,0
