truth,label,probability
30,20,0.25
30,21,0.25
30,22,0.25
30,23,0.25
30,24,0.25
30,25,0.25
30,26,0.25
30,27,0.25
30,28,0.75
30,29,0.25
30,30,0.75
30,31,0.25
30,32,0.25
30,33,0.25
30,34,0.25
30,35,0.25
30,36,0.25
30,37,0.25
30,38,0.25
30,39,0.25
30,40,0.25
30,41,0.25
30,42,0.25
30,43,0.25
30,44,0.25
30,45,0.25
30,46,0.25
30,47,0.25
30,48,0.25
30,49,0.25
30,50,0.25
30,51,0.25
30,52,0.25
30,53,0.25
30,54,0.25
30,55,0.25
30,56,0.25
30,57,0.25
30,58,0.25
30,59,0.25
30,60,0.25
30,61,0.25
30,62,0.25
30,63,0.25
30,64,0.25
30,65,0.25
30,66,0.25
30,67,0.25
30,68,0.25
30,69,0.25
30,70,0.25
30,71,0.25
30,72,0.25
30,73,0.25
30,74,0.25
30,75,0.25
30,76,0.25
30,77,0.25
30,78,0.25
30,79,0.25
30,80,0.25
30,81,0.25
30,82,0.25
30,83,0.25
30,84,0.25
30,85,0.25
30,86,0.25
30,87,0.25
30,88,0.25
30,89,0.25
30,90,0.25
30,91,0.25
30,92,0.25
30,93,0.25
30,94,0.25
30,95,0.25
30,96,0.25
30,97,0.25
30,98,0.25
30,99,0.25
30,100,0.25
30,101,0.25
30,102,0.25
30,103,0.25
30,104,0.25
30,105,0.25
30,106,0.25
30,107,0.25
30,108,0.25
30,109,0.25
30,110,0.25
30,111,0.25
30,112,0.25
30,113,0.25
30,114,0.25
30,115,0.25
30,116,0.25
30,117,0.25
30,118,0.25
30,119,0.25
30,120,0.25
30,121,0.25
30,122,0.25
30,123,0.25
30,124,0.25
30,125,0.25
30,126,0.25
30,127,0.25
30,128,0.25
30,129,0.25
30,130,0.25
30,131,0.25
30,132,0.25
30,133,0.25
30,134,0.25
30,135,0.25
30,136,0.25
30,137,0.25
30,138,0.25
30,139,0.25
30,140,0.25
30,141,0.25
30,142,0.25
30,143,0.25
30,144,0.25
30,145,0.25
30,146,0.25
30,147,0.25
30,148,0.25
30,149,0.25
31,1,0.75
31,2,0.75
31,3,0.75
31,4,0.75
31,5,0.25
31,6,0.25
31,7,0.25
31,8,0.25
31,9,0.25
31,10,0.25
31,11,0.25
31,12,0.25
31,13,0.25
31,14,0.25
31,15,0.25
31,16,0.25
31,17,0.25
31,18,0.25
31,19,0.25
31,20,0.25
31,21,0.25
31,22,0.25
31,23,0.25
31,24,0.25
31,25,0.25
31,26,0.25
31,27,0.25
31,28,0.25
31,29,0.25
31,30,0.25
31,31,0.75
31,32,0.25
31,33,0.25
31,34,0.25
31,35,0.25
31,36,0.25
31,37,0.25
31,38,0.25
31,39,0.25
31,40,0.25
31,41,0.25
31,42,0.25
31,43,0.25
31,44,0.25
31,45,0.25
31,46,0.25
31,47,0.25
31,48,0.25
31,49,0.25
31,50,0.25
31,51,0.25
31,52,0.25
31,53,0.25
31,54,0.25
31,55,0.25
31,56,0.25
31,57,0.25
31,58,0.25
31,59,0.25
31,60,0.25
31,61,0.25
31,62,0.25
31,63,0.25
31,64,0.25
31,65,0.25
31,66,0.25
31,67,0.25
31,68,0.25
31,69,0.25
31,70,0.25
31,71,0.25
31,72,0.25
31,73,0.25
31,74,0.25
31,75,0.25
31,76,0.25
31,77,0.25
31,78,0.25
31,79,0.25
31,80,0.25
31,81,0.25
31,82,0.25
31,83,0.25
31,84,0.25
31,85,0.25
31,86,0.25
31,87,0.25
31,88,0.25
31,89,0.25
31,90,0.25
31,91,0.25
31,92,0.25
31,93,0.25
31,94,0.25
31,95,0.25
31,96,0.25
31,97,0.25
31,98,0.25
31,99,0.25
31,100,0.25
31,101,0.25
31,102,0.25
31,103,0.25
31,104,0.25
31,105,0.25
31,106,0.25
31,107,0.25
31,108,0.25
31,109,0.25
31,110,0.25
31,111,0.25
31,112,0.25
31,113,0.25
31,114,0.25
31,115,0.25
31,116,0.25
31,117,0.25
31,118,0.25
31,119,0.25
31,120,0.25
31,121,0.25
31,122,0.25
31,123,0.25
31,124,0.25
31,125,0.25
31,126,0.25
31,127,0.25
31,128,0.25
31,129,0.25
31,130,0.25
31,131,0.25
31,132,0.25
31,133,0.25
31,134,0.25
31,135,0.25
31,136,0.25
31,137,0.25
31,138,0.25
31,139,0.25
31,140,0.25
31,141,0.25
31,142,0.25
31,143,0.25
31,144,0.25
31,145,0.25
31,146,0.25
31,147,0.25
31,148,0.25
31,149,0.25
32,1,0.75
32,2,0.75
32,3,0.75
32,4,0.25
32,5,0.25
32,6,0.25
32,7,0.25
32,8,0.25
32,9,0.25
32,10,0.25
32,11,0.25
32,12,0.25
32,13,0.25
32,14,0.25
32,15,0.25
32,16,0.25
32,17,0.25
32,18,0.25
32,19,0.25
32,20,0.25
32,21,0.25
32,22,0.25
32,23,0.25
32,24,0.25
32,25,0.25
32,26,0.25
32,27,0.25
32,28,0.25
32,29,0.25
32,30,0.25
32,31,0.25
32,32,0.75
32,33,0.25
32,34,0.25
32,35,0.25
32,36,0.25
32,37,0.25
32,38,0.25
32,39,0.25
32,40,0.25
32,41,0.25
32,42,0.25
32,43,0.25
32,44,0.25
32,45,0.25
32,46,0.25
32,47,0.25
32,48,0.25
32,49,0.25
32,50,0.25
32,51,0.25
32,52,0.25
32,53,0.25
32,54,0.25
32,55,0.25
32,56,0.25
32,57,0.25
32,58,0.25
32,59,0.25
32,60,0.25
32,61,0.25
32,62,0.25
32,63,0.25
32,64,0.25
32,65,0.25
32,66,0.25
32,67,0.25
32,68,0.25
32,69,0.25
32,70,0.25
32,71,0.25
32,72,0.25
32,73,0.25
32,74,0.25
32,75,0.25
32,76,0.25
32,77,0.25
32,78,0.25
32,79,0.25
32,80,0.25
32,81,0.25
32,82,0.25
32,83,0.25
32,84,0.25
32,85,0.25
32,86,0.25
32,87,0.25
32,88,0.25
32,89,0.25
32,90,0.25
32,91,0.25
32,92,0.25
32,93,0.25
32,94,0.25
32,95,0.25
32,96,0.25
32,97,0.25
32,98,0.25
32,99,0.25
32,100,0.25
32,101,0.25
32,102,0.25
32,103,0.25
32,104,0.25
32,105,0.25
32,106,0.25
32,107,0.25
32,108,0.25
32,109,0.25
32,110,0.25
32,111,0.25
32,112,0.25
32,113,0.25
32,114,0.25
32,115,0.25
32,116,0.25
32,117,0.25
32,118,0.25
32,119,0.25
32,120,0.25
32,121,0.25
32,122,0.25
32,123,0.25
32,124,0.25
32,125,0.25
32,126,0.25
32,127,0.25
32,128,0.25
32,129,0.25
32,130,0.25
32,131,0.25
32,132,0.25
32,133,0.25
32,134,0.25
32,135,0.25
32,136,0.25
32,137,0.25
32,138,0.25
32,139,0.25
32,140,0.25
32,141,0.25
32,142,0.25
32,143,0.25
32,144,0.25
32,145,0.25
32,146,0.25
32,147,0.25
32,148,0.25
32,149,0.25
33,1,0.75
33,2,0.75
33,3,0.75
33,4,0.25
33,5,0.25
33,6,0.25
33,7,0.25
33,8,0.25
33,9,0.25
33,10,0.25
33,11,0.25
33,12,0.25
33,13,0.25
33,14,0.25
33,15,0.25
33,16,0.25
33,17,0.25
33,18,0.25
33,19,0.25
33,20,0.25
33,21,0.25
33,22,0.25
33,23,0.25
33,24,0.25
33,25,0.25
33,26,0.25
33,27,0.25
33,28,0.25
33,29,0.25
33,30,0.25
33,31,0.25
33,32,0.25
33,33,0.75
33,34,0.25
33,35,0.25
33,36,0.25
33,37,0.25
33,38,0.25
33,39,0.25
33,40,0.25
33,41,0.25
33,42,0.25
33,43,0.25
33,44,0.25
33,45,0.25
33,46,0.25
33,47,0.25
33,48,0.25
33,49,0.25
33,50,0.25
33,51,0.25
33,52,0.25
33,53,0.25
33,54,0.25
33,55,0.25
33,56,0.25
33,57,0.25
33,58,0.25
33,59,0.25
33,60,0.25
33,61,0.25
33,62,0.25
33,63,0.25
33,64,0.25
33,65,0.25
33,66,0.25
33,67,0.25
33,68,0.25
33,69,0.25
33,70,0.25
33,71,0.25
33,72,0.25
33,73,0.25
33,74,0.25
33,75,0.25
33,76,0.25
33,77,0.25
33,78,0.25
33,79,0.25
33,80,0.25
33,81,0.25
33,82,0.25
33,83,0.25
33,84,0.25
33,85,0.25
33,86,0.25
33,87,0.25
33,88,0.25
33,89,0.25
33,90,0.25
33,91,0.25
33,92,0.25
33,93,0.25
33,94,0.25
33,95,0.25
33,96,0.25
33,97,0.25
33,98,0.25
33,99,0.25
33,100,0.25
33,101,0.25
33,102,0.25
33,103,0.25
33,104,0.25
33,105,0.25
33,106,0.25
33,107,0.25
33,108,0.25
33,109,0.25
33,110,0.25
33,111,0.25
33,112,0.25
33,113,0.25
33,114,0.25
33,115,0.25
33,116,0.25
33,117,0.25
33,118,0.25
33,119,0.25
33,120,0.25
33,121,0.25
33,122,0.25
33,123,0.25
33,124,0.25
33,125,0.25
33,126,0.25
33,127,0.25
33,128,0.25
33,129,0.25
33,130,0.25
33,131,0.25
33,132,0.25
33,133,0.25
33,134,0.25
33,135,0.25
33,136,0.25
33,137,0.25
33,138,0.25
33,139,0.25
33,140,0.25
33,141,0.25
33,142,0.25
33,143,0.25
33,144,0.25
33,145,0.25
33,146,0.25
33,147,0.25
33,148,0.25
33,149,0.25
34,1,0.75
34,2,0.75
34,3,0.75
34,4,0.25
34,5,0.25
34,6,0.25
34,7,0.25
34,8,0.25
34,9,0.25
34,10,0.25
34,11,0.25
34,12,0.25
34,13,0.25
34,14,0.25
34,15,0.25
34,16,0.25
34,17,0.25
34,18,0.25
34,19,0.25
34,20,0.25
34,21,0.25
34,22,0.25
34,23,0.25
34,24,0.25
34,25,0.25
34,26,0.25
34,27,0.25
34,28,0.25
34,29,0.25
34,30,0.25
34,31,0.25
34,32,0.25
34,33,0.25
34,34,0.75
34,35,0.25
34,36,0.25
34,37,0.25
34,38,0.25
34,39,0.25
34,40,0.25
34,41,0.25
34,42,0.25
34,43,0.25
34,44,0.25
34,45,0.25
34,46,0.25
34,47,0.25
34,48,0.25
34,49,0.25
34,50,0.25
34,51,0.25
34,52,0.25
34,53,0.25
34,54,0.25
34,55,0.25
34,56,0.25
34,57,0.25
34,58,0.25
34,59,0.25
34,60,0.25
34,61,0.25
34,62,0.25
34,63,0.25
34,64,0.25
34,65,0.25
34,66,0.25
34,67,0.25
34,68,0.25
34,69,0.25
34,70,0.25
34,71,0.25
34,72,0.25
34,73,0.25
34,74,0.25
34,75,0.25
34,76,0.25
34,77,0.25
34,78,0.25
34,79,0.25
34,80,0.25
34,81,0.25
34,82,0.25
34,83,0.25
34,84,0.25
34,85,0.25
34,86,0.25
34,87,0.25
34,88,0.25
34,89,0.25
34,90,0.25
34,91,0.25
34,92,0.25
34,93,0.25
34,94,0.25
34,95,0.25
34,96,0.25
34,97,0.25
34,98,0.25
34,99,0.25
34,100,0.25
34,101,0.25
34,102,0.25
34,103,0.25
34,104,0.25
34,105,0.25
34,106,0.25
34,107,0.25
34,108,0.25
34,109,0.25
34,110,0.25
34,111,0.25
34,112,0.25
34,113,0.25
34,114,0.25
34,115,0.25
34,116,0.25
34,117,0.25
34,118,0.25
34,119,0.25
34,120,0.25
34,121,0.25
34,122,0.25
34,123,0.25
34,124,0.25
34,125,0.25
34,126,0.25
34,127,0.25
34,128,0.25
34,129,0.25
34,130,0.25
34,131,0.25
34,132,0.25
34,133,0.25
34,134,0.25
34,135,0.25
34,136,0.25
34,137,0.25
34,138,0.25
34,139,0.25
34,140,0.25
34,141,0.25
34,142,0.25
34,143,0.25
34,144,0.25
34,145,0.25
34,146,0.25
34,147,0.25
34,148,0.25
34,149,0.25
35,1,0.75
35,2,0.75
35,3,0.75
35,4,0.25
35,5,0.25
35,6,0.25
35,7,0.25
35,8,0.25
35,9,0.25
35,10,0.25
35,11,0.25
35,12,0.25
35,13,0.25
35,14,0.25
35,15,0.25
35,16,0.25
35,17,0.25
35,18,0.25
35,19,0.25
35,20,0.25
35,21,0.25
35,22,0.25
35,23,0.25
35,24,0.25
35,25,0.25
35,26,0.25
35,27,0.25
35,28,0.25
35,29,0.25
35,30,0.25
35,31,0.25
35,32,0.25
35,33,0.25
35,34,0.25
35,35,0.75
35,36,0.25
35,37,0.25
35,38,0.25
35,39,0.25
35,40,0.25
35,41,0.25
35,42,0.25
35,43,0.25
35,44,0.25
35,45,0.25
35,46,0.25
35,47,0.25
35,48,0.25
35,49,0.25
35,50,0.25
35,51,0.25
35,52,0.25
35,53,0.25
35,54,0.25
35,55,0.25
35,56,0.25
35,57,0.25
35,58,0.25
35,59,0.25
35,60,0.25
35,61,0.25
35,62,0.25
35,63,0.25
35,64,0.25
35,65,0.25
35,66,0.25
35,67,0.25
35,68,0.25
35,69,0.25
35,70,0.25
35,71,0.25
35,72,0.25
35,73,0.25
35,74,0.25
35,75,0.25
35,76,0.25
35,77,0.25
35,78,0.25
35,79,0.25
35,80,0.25
35,81,0.25
35,82,0.25
35,83,0.25
35,84,0.25
35,85,0.25
35,86,0.25
35,87,0.25
35,88,0.25
35,89,0.25
35,90,0.25
35,91,0.25
35,92,0.25
35,93,0.25
35,94,0.25
35,95,0.25
35,96,0.25
35,97,0.25
35,98,0.25
35,99,0.25
35,100,0.25
35,101,0.25
35,102,0.25
35,103,0.25
35,104,0.25
35,105,0.25
35,106,0.25
35,107,0.25
35,108,0.25
35,109,0.25
35,110,0.25
35,111,0.25
35,112,0.25
35,113,0.25
35,114,0.25
35,115,0.25
35,116,0.25
35,117,0.25
35,118,0.25
35,119,0.25
35,120,0.25
35,121,0.25
35,122,0.25
35,123,0.25
35,124,0.25
35,125,0.25
35,126,0.25
35,127,0.25
35,128,0.25
35,129,0.25
35,130,0.25
35,131,0.25
35,132,0.25
35,133,0.25
35,134,0.25
35,135,0.25
35,136,0.25
35,137,0.25
35,138,0.25
35,139,0.25
35,140,0.25
35,141,0.25
35,142,0.25
35,143,0.25
35,144,0.25
35,145,0.25
35,146,0.25
35,147,0.25
35,148,0.25
35,149,0.25
36,1,0.75
36,2,0.75
36,3,0.75
36,4,0.25
36,5,0.25
36,6,0.25
36,7,0.25
36,8,0.25
36,9,0.25
36,10,0.25
36,11,0.25
36,12,0.25
36,13,0.25
36,14,0.25
36,15,0.25
36,16,0.25
36,17,0.25
36,18,0.25
36,19,0.25
36,20,0.25
36,21,0.25
36,22,0.25
36,23,0.25
36,24,0.25
36,25,0.25
36,26,0.25
36,27,0.25
36,28,0.25
36,29,0.25
36,30,0.25
36,31,0.25
36,32,0.25
36,33,0.25
36,34,0.25
36,35,0.25
36,36,0.75
36,37,0.25
36,38,0.25
36,39,0.25
36,40,0.25
36,41,0.25
36,42,0.25
36,43,0.25
36,44,0.25
36,45,0.25
36,46,0.25
36,47,0.25
36,48,0.25
36,49,0.25
36,50,0.25
36,51,0.25
36,52,0.25
36,53,0.25
36,54,0.25
36,55,0.25
36,56,0.25
36,57,0.25
36,58,0.25
36,59,0.25
36,60,0.25
36,61,0.25
36,62,0.25
36,63,0.25
36,64,0.25
36,65,0.25
36,66,0.25
36,67,0.25
36,68,0.25
36,69,0.25
36,70,0.25
36,71,0.25
36,72,0.25
36,73,0.25
36,74,0.25
36,75,0.25
36,76,0.25
36,77,0.25
36,78,0.25
36,79,0.25
36,80,0.25
36,81,0.25
36,82,0.25
36,83,0.25
36,84,0.25
36,85,0.25
36,86,0.25
36,87,0.25
36,88,0.25
36,89,0.25
36,90,0.25
36,91,0.25
36,92,0.25
36,93,0.25
36,94,0.25
36,95,0.25
36,96,0.25
36,97,0.25
36,98,0.25
36,99,0.25
36,100,0.25
36,101,0.25
36,102,0.25
36,103,0.25
36,104,0.25
36,105,0.25
36,106,0.25
36,107,0.25
36,108,0.25
36,109,0.25
36,110,0.25
36,111,0.25
36,112,0.25
36,113,0.25
36,114,0.25
36,115,0.25
36,116,0.25
36,117,0.25
36,118,0.25
36,119,0.25
36,120,0.25
36,121,0.25
36,122,0.25
36,123,0.25
36,124,0.25
36,125,0.25
36,126,0.25
36,127,0.25
36,128,0.25
36,129,0.25
36,130,0.25
36,131,0.25
36,132,0.25
36,133,0.25
36,134,0.25
36,135,0.25
36,136,0.25
36,137,0.25
36,138,0.25
36,139,0.25
36,140,0.25
36,141,0.25
36,142,0.25
36,143,0.25
36,144,0.25
36,145,0.25
36,146,0.25
36,147,0.25
36,148,0.25
36,149,0.25
37,1,0.75
37,2,0.75
37,3,0.75
37,4,0.25
37,5,0.25
37,6,0.25
37,7,0.25
37,8,0.25
37,9,0.25
37,10,0.25
37,11,0.25
37,12,0.25
37,13,0.25
37,14,0.25
37,15,0.25
37,16,0.25
37,17,0.25
37,18,0.25
37,19,0.25
37,20,0.25
37,21,0.25
37,22,0.25
37,23,0.25
37,24,0.25
37,25,0.25
37,26,0.25
37,27,0.25
37,28,0.25
37,29,0.25
37,30,0.25
37,31,0.25
37,32,0.25
37,33,0.25
37,34,0.25
37,35,0.25
37,36,0.25
37,37,0.75
37,38,0.25
37,39,0.25
37,40,0.25
37,41,0.25
37,42,0.25
37,43,0.25
37,44,0.25
37,45,0.25
37,46,0.25
37,47,0.25
37,48,0.25
37,49,0.25
37,50,0.25
37,51,0.25
37,52,0.25
37,53,0.25
37,54,0.25
37,55,0.25
37,56,0.25
37,57,0.25
37,58,0.25
37,59,0.25
37,60,0.25
37,61,0.25
37,62,0.25
37,63,0.25
37,64,0.25
37,65,0.25
37,66,0.25
37,67,0.25
37,68,0.25
37,69,0.25
37,70,0.25
37,71,0.25
37,72,0.25
37,73,0.25
37,74,0.25
37,75,0.25
37,76,0.25
37,77,0.25
37,78,0.25
37,79,0.25
37,80,0.25
37,81,0.25
37,82,0.25
37,83,0.25
37,84,0.25
37,85,0.25
37,86,0.25
37,87,0.25
37,88,0.25
37,89,0.25
37,90,0.25
37,91,0.25
37,92,0.25
37,93,0.25
37,94,0.25
37,95,0.25
37,96,0.25
37,97,0.25
37,98,0.25
37,99,0.25
37,100,0.25
37,101,0.25
37,102,0.25
37,103,0.25
37,104,0.25
37,105,0.25
37,106,0.25
37,107,0.25
37,108,0.25
37,109,0.25
37,110,0.25
37,111,0.25
37,112,0.25
37,113,0.25
37,114,0.25
37,115,0.25
37,116,0.25
37,117,0.25
37,118,0.25
37,119,0.25
37,120,0.25
37,121,0.25
37,122,0.25
37,123,0.25
37,124,0.25
37,125,0.25
37,126,0.25
37,127,0.25
37,128,0.25
37,129,0.25
37,130,0.25
37,131,0.25
37,132,0.25
37,133,0.25
37,134,0.25
37,135,0.25
37,136,0.25
37,137,0.25
37,138,0.25
37,139,0.25
37,140,0.25
37,141,0.25
37,142,0.25
37,143,0.25
37,144,0.25
37,145,0.25
37,146,0.25
37,147,0.25
37,148,0.25
37,149,0.25
38,1,0.75
38,2,0.75
38,3,0.25
38,4,0.25
38,5,0.25
38,6,0.25
38,7,0.25
38,8,0.25
38,9,0.25
38,10,0.25
38,11,0.25
38,12,0.25
38,13,0.25
38,14,0.25
38,15,0.25
38,16,0.25
38,17,0.25
38,18,0.25
38,19,0.25
38,20,0.25
38,21,0.25
38,22,0.25
38,23,0.25
38,24,0.25
38,25,0.25
38,26,0.25
38,27,0.25
38,28,0.25
38,29,0.25
38,30,0.25
38,31,0.25
38,32,0.25
38,33,0.25
38,34,0.25
38,35,0.25
38,36,0.25
38,37,0.25
38,38,0.75
38,39,0.25
38,40,0.25
38,41,0.25
38,42,0.25
38,43,0.25
38,44,0.25
38,45,0.25
38,46,0.25
38,47,0.25
38,48,0.25
38,49,0.25
38,50,0.25
38,51,0.25
38,52,0.25
38,53,0.25
38,54,0.25
38,55,0.25
38,56,0.25
38,57,0.25
38,58,0.25
38,59,0.25
38,60,0.25
38,61,0.25
38,62,0.25
38,63,0.25
38,64,0.25
38,65,0.25
38,66,0.25
38,67,0.25
38,68,0.25
38,69,0.25
38,70,0.25
38,71,0.25
38,72,0.25
38,73,0.25
38,74,0.25
38,75,0.25
38,76,0.25
38,77,0.25
38,78,0.25
38,79,0.25
38,80,0.25
38,81,0.25
38,82,0.25
38,83,0.25
38,84,0.25
38,85,0.25
38,86,0.25
38,87,0.25
38,88,0.25
38,89,0.25
38,90,0.25
38,91,0.25
38,92,0.25
38,93,0.25
38,94,0.25
38,95,0.25
38,96,0.25
38,97,0.25
38,98,0.25
38,99,0.25
38,100,0.25
38,101,0.25
38,102,0.25
38,103,0.25
38,104,0.25
38,105,0.25
38,106,0.25
38,107,0.25
38,108,0.25
38,109,0.25
38,110,0.25
38,111,0.25
38,112,0.25
38,113,0.25
38,114,0.25
38,115,0.25
38,116,0.25
38,117,0.25
38,118,0.25
38,119,0.25
38,120,0.25
38,121,0.25
38,122,0.25
38,123,0.25
38,124,0.25
38,125,0.25
38,126,0.25
38,127,0.25
38,128,0.25
38,129,0.25
38,130,0.25
38,131,0.25
38,132,0.25
38,133,0.25
38,134,0.25
38,135,0.25
38,136,0.25
38,137,0.25
38,138,0.25
38,139,0.25
38,140,0.25
38,141,0.25
38,142,0.25
38,143,0.25
38,144,0.25
38,145,0.25
38,146,0.25
38,147,0.25
38,148,0.25
38,149,0.25
39,1,0.75
39,2,0.75
39,3,0.25
39,4,0.25
39,5,0.25
39,6,0.25
39,7,0.25
39,8,0.25
39,9,0.25
39,10,0.25
39,11,0.25
39,12,0.25
39,13,0.25
39,14,0.25
39,15,0.25
39,16,0.25
39,17,0.25
39,18,0.25
39,19,0.25
39,20,0.25
39,21,0.25
39,22,0.25
39,23,0.25
39,24,0.25
39,25,0.25
39,26,0.25
39,27,0.25
39,28,0.25
39,29,0.25
39,30,0.25
39,31,0.25
39,32,0.25
39,33,0.25
39,34,0.25
39,35,0.25
39,36,0.25
39,37,0.25
39,38,0.75
39,39,0.75
39,40,0.25
39,41,0.25
39,42,0.25
39,43,0.25
39,44,0.25
39,45,0.25
39,46,0.25
39,47,0.25
39,48,0.25
39,49,0.25
39,50,0.25
39,51,0.25
39,52,0.25
39,53,0.25
39,54,0.25
39,55,0.25
39,56,0.25
39,57,0.25
39,58,0.25
39,59,0.25
39,60,0.25
39,61,0.25
39,62,0.25
39,63,0.25
39,64,0.25
39,65,0.25
39,66,0.25
39,67,0.25
39,68,0.25
39,69,0.25
39,70,0.25
39,71,0.25
39,72,0.25
39,73,0.25
39,74,0.25
39,75,0.25
39,76,0.25
39,77,0.25
39,78,0.25
39,79,0.25
39,80,0.25
39,81,0.25
39,82,0.25
39,83,0.25
39,84,0.25
39,85,0.25
39,86,0.25
39,87,0.25
39,88,0.25
39,89,0.25
39,90,0.25
39,91,0.25
39,92,0.25
39,93,0.25
39,94,0.25
39,95,0.25
39,96,0.25
39,97,0.25
39,98,0.25
39,99,0.25
39,100,0.25
39,101,0.25
39,102,0.25
39,103,0.25
39,104,0.25
39,105,0.25
39,106,0.25
39,107,0.25
39,108,0.25
39,109,0.25
39,110,0.25
39,111,0.25
39,112,0.25
39,113,0.25
39,114,0.25
39,115,0.25
39,116,0.25
39,117,0.25
39,118,0.25
39,119,0.25
39,120,0.25
39,121,0.25
39,122,0.25
39,123,0.25
39,124,0.25
39,125,0.25
39,126,0.25
39,127,0.25
39,128,0.25
39,129,0.25
39,130,0.25
39,131,0.25
39,132,0.25
39,133,0.25
39,134,0.25
39,135,0.25
39,136,0.25
39,137,0.25
39,138,0.25
39,139,0.25
39,140,0.25
39,141,0.25
39,142,0.25
39,143,0.25
39,144,0.25
39,145,0.25
39,146,0.25
39,147,0.25
39,148,0.25
39,149,0.25
40,1,0.75
40,2,0.75
40,3,0.25
40,4,0.25
40,5,0.25
40,6,0.25
40,7,0.25
40,8,0.25
40,9,0.25
40,10,0.25
40,11,0.25
40,12,0.25
40,13,0.25
40,14,0.25
40,15,0.25
40,16,0.25
40,17,0.25
40,18,0.25
40,19,0.25
40,20,0.25
40,21,0.25
40,22,0.25
40,23,0.25
40,24,0.25
40,25,0.25
40,26,0.25
40,27,0.25
40,28,0.25
40,29,0.25
40,30,0.25
40,31,0.25
40,32,0.25
40,33,0.25
40,34,0.25
40,35,0.25
40,36,0.25
40,37,0.25
40,38,0.75
40,39,0.75
40,40,0.75
40,41,0.25
40,42,0.25
40,43,0.25
40,44,0.25
40,45,0.25
40,46,0.25
40,47,0.25
40,48,0.25
40,49,0.25
40,50,0.25
40,51,0.25
40,52,0.25
40,53,0.25
40,54,0.25
40,55,0.25
40,56,0.25
40,57,0.25
40,58,0.25
40,59,0.25
40,60,0.25
40,61,0.25
40,62,0.25
40,63,0.25
40,64,0.25
40,65,0.25
40,66,0.25
40,67,0.25
40,68,0.25
40,69,0.25
40,70,0.25
40,71,0.25
40,72,0.25
40,73,0.25
40,74,0.25
40,75,0.25
40,76,0.25
40,77,0.25
40,78,0.25
40,79,0.25
40,80,0.25
40,81,0.25
40,82,0.25
40,83,0.25
40,84,0.25
40,85,0.25
40,86,0.25
40,87,0.25
40,88,0.25
40,89,0.25
40,90,0.25
40,91,0.25
40,92,0.25
40,93,0.25
40,94,0.25
40,95,0.25
40,96,0.25
40,97,0.25
40,98,0.25
40,99,0.25
40,100,0.25
40,101,0.25
40,102,0.25
40,103,0.25
40,104,0.25
40,105,0.25
40,106,0.25
40,107,0.25
40,108,0.25
40,109,0.25
40,110,0.25
40,111,0.25
40,112,0.25
40,113,0.25
40,114,0.25
40,115,0.25
40,116,0.25
40,117,0.25
40,118,0.25
40,119,0.25
40,120,0.25
40,121,0.25
40,122,0.25
40,123,0.25
40,124,0.25
40,125,0.25
40,126,0.25
40,127,0.25
40,128,0.25
40,129,0.25
40,130,0.25
40,131,0.25
40,132,0.25
40,133,0.25
40,134,0.25
40,135,0.25
40,136,0.25
40,137,0.25
40,138,0.25
40,139,0.25
40,140,0.25
40,141,0.25
40,142,0.25
40,143,0.25
40,144,0.25
40,145,0.25
40,146,0.25
40,147,0.25
40,148,0.25
40,149,0.25
41,1,0.75
41,2,0.75
41,3,0.25
41,4,0.25
41,5,0.25
41,6,0.25
41,7,0.25
41,8,0.25
41,9,0.25
41,10,0.25
41,11,0.25
41,12,0.25
41,13,0.25
41,14,0.25
41,15,0.25
41,16,0.25
41,17,0.25
41,18,0.25
41,19,0.25
41,20,0.25
41,21,0.25
41,22,0.25
41,23,0.25
41,24,0.25
41,25,0.25
41,26,0.25
41,27,0.25
41,28,0.25
41,29,0.25
41,30,0.25
41,31,0.25
41,32,0.25
41,33,0.25
41,34,0.25
41,35,0.25
41,36,0.25
41,37,0.25
41,38,0.75
41,39,0.75
41,40,0.25
41,41,0.75
41,42,0.25
41,43,0.25
41,44,0.25
41,45,0.25
41,46,0.25
41,47,0.25
41,48,0.25
41,49,0.25
41,50,0.25
41,51,0.25
41,52,0.25
41,53,0.25
41,54,0.25
41,55,0.25
41,56,0.25
41,57,0.25
41,58,0.25
41,59,0.25
41,60,0.25
41,61,0.25
41,62,0.25
41,63,0.25
41,64,0.25
41,65,0.25
41,66,0.25
41,67,0.25
41,68,0.25
41,69,0.25
41,70,0.25
41,71,0.25
41,72,0.25
41,73,0.25
41,74,0.25
41,75,0.25
41,76,0.25
41,77,0.25
41,78,0.25
41,79,0.25
41,80,0.25
41,81,0.25
41,82,0.25
41,83,0.25
41,84,0.25
41,85,0.25
41,86,0.25
41,87,0.25
41,88,0.25
41,89,0.25
41,90,0.25
41,91,0.25
41,92,0.25
41,93,0.25
41,94,0.25
41,95,0.25
41,96,0.25
41,97,0.25
41,98,0.25
41,99,0.25
41,100,0.25
41,101,0.25
41,102,0.25
41,103,0.25
41,104,0.25
41,105,0.25
41,106,0.25
41,107,0.25
41,108,0.25
41,109,0.25
41,110,0.25
41,111,0.25
41,112,0.25
41,113,0.25
41,114,0.25
41,115,0.25
41,116,0.25
41,117,0.25
41,118,0.25
41,119,0.25
41,120,0.25
41,121,0.25
41,122,0.25
41,123,0.25
41,124,0.25
41,125,0.25
41,126,0.25
41,127,0.25
41,128,0.25
41,129,0.25
