question,worker,answer
363,97,142
364,97,93
365,81,6
366,81,3
367,81,3
368,81,83
369,81,19
370,81,38
371,81,38
372,81,6
373,81,2
374,81,83
375,81,97
376,81,103
377,81,20
378,81,38
379,81,70
380,81,18
381,81,24
382,81,3
383,81,27
384,105,132
385,81,6
386,81,69
387,81,83
388,30,35
389,95,141
390,95,13
391,82,74
392,110,134
393,96,3
394,89,60
395,89,9
396,89,38
397,89,97
398,96,3
399,96,81
400,89,79
401,89,83
402,82,103
403,96,3
404,112,131
405,112,132
406,112,134
407,112,139
408,112,149
409,112,143
410,112,132
411,112,129
412,112,149
413,112,149
414,96,103
415,119,6
416,116,16
417,112,149
418,116,129
419,119,6
420,119,11
421,119,145
422,112,149
423,112,135
424,112,135
425,112,149
426,116,132
427,120,132
428,120,132
429,120,133
430,120,132
431,120,129
432,120,132
433,120,131
434,119,2
435,119,9
436,4,2
437,4,2
438,4,131
439,4,2
440,4,38
441,4,38
442,4,2
443,4,2
444,124,8
445,124,9
446,125,140
447,127,6
448,127,93
449,127,93
450,127,6
451,127,6
452,127,6
453,127,6
454,127,6
455,114,91
456,127,93
457,127,93
458,127,2
459,127,2
460,127,97
461,127,6
462,127,6
463,127,6
464,127,6
465,127,2
466,127,93
467,127,2
468,127,38
469,127,93
470,127,2
471,127,2
472,127,93
473,126,131
474,126,18
475,126,146
476,127,2
477,126,138
478,127,93
479,129,16
480,126,106
481,136,129
482,136,129
483,133,6
484,133,6
485,133,7
486,133,6
487,133,6
488,133,2
489,133,2
490,133,2
491,139,129
492,133,2
493,133,2
494,133,2
495,133,93
496,133,2
497,139,133
498,133,93
499,133,6
500,133,6
501,133,2
502,133,103
503,139,132
504,139,131
505,133,2
506,139,131
507,139,131
508,133,93
509,133,93
510,139,129
511,133,2
512,139,132
513,139,129
514,133,2
515,140,2
516,140,2
517,140,2
518,140,93
519,140,38
520,140,2
521,140,93
522,140,93
523,140,93
524,141,135
525,141,135
526,140,38
527,141,60
528,141,8
529,140,2
530,141,141
531,142,38
532,142,38
533,142,38
534,142,38
535,142,2
536,142,38
537,142,15
538,142,2
539,142,12
540,142,38
541,142,2
542,142,63
543,148,132
544,148,101
545,148,90
546,148,9
547,148,10
548,148,44
549,148,11
550,153,135
551,153,149
552,153,141
553,153,141
554,153,135
555,153,149
556,151,6
557,153,141
558,153,141
559,151,2
560,151,38
561,150,69
562,150,141
563,157,2
564,160,2
565,160,2
566,160,2
567,150,141
568,157,38
569,157,93
570,160,2
571,160,2
572,160,110
573,157,97
574,163,6
575,163,49
576,163,6
577,163,6
578,163,6
579,163,2
580,163,93
581,159,48
582,159,63
583,159,82
584,159,96
585,165,149
586,165,104
587,164,21
588,164,112
589,164,37
590,164,37
591,164,38
592,164,75
593,173,3
594,164,83
595,162,33
596,162,38
597,162,16
598,163,93
599,162,101
600,163,6
601,163,6
602,162,61
603,162,63
604,162,67
605,162,71
606,163,6
607,177,2
608,163,2
609,178,42
610,163,2
611,177,38
612,177,38
613,178,149
614,178,132
615,163,6
616,178,131
617,177,124
618,177,19
619,177,19
620,177,2
621,178,139
622,177,2
623,177,2
624,177,93
625,178,131
626,177,6
627,180,149
628,180,132
629,180,136
630,180,132
631,180,131
632,184,15
633,180,141
634,184,133
635,180,2
636,180,132
637,180,133
638,180,145
639,184,133
640,184,131
641,184,37
642,184,15
643,184,15
644,184,12
645,184,20
646,184,100
647,184,133
648,184,134
649,184,107
650,184,107
651,190,149
652,184,19
653,190,129
654,190,135
655,184,141
656,184,15
657,184,15
658,184,11
659,184,135
660,184,84
661,184,13
662,187,117
663,187,144
664,189,15
665,187,17
666,187,148
667,187,129
668,189,73
669,187,141
670,189,148
671,192,143
672,192,62
673,192,38
674,189,11
675,183,2
676,183,2
677,183,2
678,183,93
679,183,136
680,183,6
681,183,6
682,183,2
683,183,141
684,183,2
685,183,93
686,183,93
687,198,3
688,198,15
689,198,3
690,202,137
691,202,144
692,202,133
693,202,135
694,204,2
695,204,2
696,204,134
697,204,93
698,204,6
699,204,134
700,204,134
701,204,2
702,204,2
703,204,93
704,204,93
705,204,134
706,204,2
707,206,33
708,206,117
709,206,25
710,206,148
711,206,54
712,206,47
713,206,45
714,206,43
715,206,88
716,206,34
717,206,138
718,206,46
719,206,148
720,206,139
721,206,44
722,206,88
723,206,129
724,206,89
725,206,148
726,206,148
727,206,17
728,206,17
729,211,129
730,211,49
731,211,131
732,211,148
733,211,129
734,211,131
735,212,16
736,212,148
737,212,82
738,212,148
739,212,89
740,212,119
741,212,22
742,212,44
743,212,122
744,212,131
745,212,120
746,212,16
747,212,74
748,212,9
749,216,136
750,216,81
751,216,148
752,218,141
753,218,135
754,220,20
755,220,104
756,220,45
757,220,138
758,220,129
759,220,105
760,220,96
761,220,96
762,220,106
763,223,97
764,223,3
765,223,139
766,223,114
767,226,144
768,223,2
769,223,6
770,226,118
771,226,118
772,226,10
773,223,97
774,226,17
775,226,117
776,223,3
777,222,3
778,222,37
779,222,6
780,222,6
781,222,67
782,222,6
783,222,2
784,222,90
785,222,106
786,222,6
787,222,3
788,222,2
789,222,3
790,222,2
791,234,139
792,225,18
793,234,8
794,231,148
795,231,58
796,225,58
797,219,117
798,225,38
799,234,117
800,219,148
801,219,89
802,219,116
803,232,6
804,232,6
805,232,6
806,232,3
807,232,18
808,232,2
809,232,38
810,232,6
811,232,80
812,232,86
813,232,105
814,236,2
815,236,6
816,236,2
817,236,6
818,236,6
819,236,6
820,236,6
821,236,6
822,236,6
823,236,6
824,236,6
825,236,6
826,236,6
827,236,6
828,236,93
829,236,6
830,237,6
831,240,146
832,240,101
833,240,119
834,240,15
835,237,59
836,240,132
837,236,6
838,236,6
839,236,6
840,240,132
841,236,6
842,245,134
843,245,132
844,245,132
845,245,135
846,245,133
847,245,132
848,245,131
849,245,149
850,245,132
851,245,131
852,245,132
853,245,132
854,245,141
855,247,36
856,247,41
857,247,93
858,247,68
859,248,133
860,254,15
861,254,12
862,254,4
863,254,128
864,248,143
865,254,15
866,254,15
867,248,143
868,254,70
869,248,144
870,254,83
871,254,3
872,254,7
873,254,38
874,254,16
875,254,119
876,254,120
877,254,38
878,254,12
879,254,15
880,254,63
881,254,63
882,254,9
883,254,3
884,258,7
885,258,6
886,258,3
887,258,131
888,258,145
889,259,6
890,259,136
891,259,6
892,259,2
893,259,93
894,259,2
895,259,6
896,259,6
897,259,6
898,259,6
899,259,93
900,259,6
901,259,2
902,259,93
903,259,6
904,259,6
905,259,93
906,259,93
907,259,6
908,259,6
909,262,2
910,262,3
911,262,144
912,262,93
913,262,6
914,262,119
915,262,93
916,262,6
917,267,142
918,267,134
919,268,2
920,268,93
921,268,142
922,268,145
923,268,133
924,268,93
925,268,2
926,272,145
927,268,145
928,268,133
929,268,93
930,272,2
931,272,136
932,272,145
933,268,145
934,272,2
935,272,93
936,268,145
937,268,93
938,275,132
939,281,16
940,281,16
941,281,16
942,281,16
943,275,25
944,281,16
945,275,141
946,275,18
947,275,132
948,281,16
949,278,129
950,281,16
951,281,16
952,281,16
953,281,16
954,286,2
955,281,16
956,281,16
957,281,16
958,281,16
959,281,16
960,281,16
961,286,97
962,281,16
963,284,93
964,284,2
965,284,6
966,284,94
967,284,3
968,284,19
969,284,2
970,284,97
971,284,4
972,284,43
973,284,73
974,284,2
975,284,79
976,284,94
977,283,93
978,283,6
979,283,142
980,287,7
981,287,10
982,287,14
983,283,142
984,283,93
1,11,7
2,11,7
3,11,7
4,11,138
5,11,11
6,11,132
7,11,138
8,11,138
9,11,11
10,11,12
11,11,138
12,11,7
13,2,7
14,2,8
15,2,11
16,2,11
17,2,10
18,2,11
19,2,69
20,2,69
21,2,8
22,2,143
23,2,143
24,2,38
25,5,6
26,5,11
27,5,11
28,5,145
29,5,145
30,5,6
31,5,145
32,5,145
33,5,145
34,5,6
35,5,7
36,5,6
37,6,148
38,6,148
39,6,148
40,4,6
41,6,148
42,6,148
43,4,6
44,6,148
45,6,133
46,6,148
47,6,134
48,6,134
49,9,147
50,9,141
51,9,143
52,9,144
53,9,144
54,8,144
55,8,148
56,9,137
57,9,138
58,9,139
59,9,8
60,9,9
61,10,6
62,10,11
63,11,7
64,11,9
65,11,147
66,11,138
67,11,124
68,11,138
69,11,138
70,11,3
71,2,11
72,2,14
73,19,44
74,19,140
75,19,43
76,19,139
77,19,99
78,19,119
79,19,18
80,19,134
81,19,5
82,19,73
83,19,19
84,19,16
85,1,40
86,1,7
87,1,144
88,1,69
89,1,15
90,1,10
91,1,119
92,1,132
93,1,142
94,1,148
95,1,135
96,1,11
97,11,3
98,11,3
99,11,3
100,11,19
101,11,4
102,11,110
103,11,15
104,11,38
105,11,74
106,11,137
107,11,139
108,11,9
109,11,3
110,11,3
111,11,120
112,11,38
113,11,10
114,11,15
115,11,3
116,11,2
117,11,3
118,26,97
119,26,93
120,26,2
121,22,97
122,22,97
123,22,2
124,22,6
125,22,15
126,22,122
127,29,9
128,22,2
129,22,2
130,29,143
131,29,89
132,22,97
133,28,2
134,28,2
135,28,6
136,22,97
137,28,6
138,32,148
139,28,6
140,32,132
141,22,2
142,22,85
143,28,2
144,33,136
145,28,2
146,19,117
147,28,6
148,28,146
149,28,148
150,28,148
151,19,10
152,33,142
153,22,2
154,22,2
155,28,2
156,28,2
157,19,18
158,33,129
159,33,93
160,33,142
161,28,93
162,33,129
163,19,43
164,33,6
165,33,93
166,33,145
167,33,136
168,23,93
169,28,93
170,23,93
171,23,145
172,23,2
173,28,147
174,38,2
175,38,2
176,38,6
177,38,93
178,28,146
179,38,6
180,38,2
181,38,2
182,38,2
183,38,6
184,35,3
185,35,2
186,35,129
187,38,2
188,35,6
189,35,6
190,35,2
191,35,6
192,35,93
193,35,6
194,26,133
195,26,2
196,26,93
197,26,93
198,26,6
199,26,136
200,43,93
201,42,136
202,28,93
203,35,6
204,26,93
205,42,135
206,45,16
207,45,9
208,45,11
209,5,2
210,5,119
211,5,145
212,5,145
213,5,2
214,5,2
215,45,131
216,45,131
217,45,10
218,5,145
219,47,93
220,47,136
221,47,93
222,47,2
223,47,6
224,47,2
225,47,142
226,47,142
227,52,4
228,55,43
229,59,145
230,34,15
231,47,2
232,52,70
233,52,120
234,47,93
235,54,9
236,53,6
237,52,106
238,47,142
239,60,135
240,52,42
241,61,146
242,52,48
243,55,48
244,61,138
245,52,11
246,55,78
247,61,129
248,55,84
249,52,114
250,60,11
251,60,148
252,60,5
253,60,148
254,60,5
255,60,107
256,60,119
257,60,13
258,60,10
259,60,148
260,60,148
261,60,95
262,60,11
263,60,145
264,52,94
265,52,135
266,68,120
267,68,71
268,68,119
269,68,117
270,68,90
271,68,16
272,67,120
273,65,133
274,71,132
275,65,133
276,65,133
277,65,133
278,65,132
279,65,132
280,65,132
281,65,133
282,65,132
283,65,132
284,72,136
285,68,129
286,68,132
287,72,93
288,72,2
289,72,93
290,68,119
291,72,6
292,68,89
293,68,11
294,67,19
295,67,122
296,67,96
297,67,60
298,67,36
299,67,15
300,67,11
301,67,120
302,67,87
303,67,120
304,67,117
305,74,9
306,74,10
307,74,8
308,74,47
309,78,7
310,79,3
311,77,39
312,77,38
313,77,6
314,78,38
315,79,6
316,79,83
317,78,2
318,79,93
319,77,2
320,79,3
321,79,3
322,77,2
323,74,133
324,82,38
325,82,81
326,74,131
327,82,120
328,82,38
329,82,38
330,82,93
331,8,55
332,8,139
333,84,38
334,90,41
335,80,38
336,80,3
337,8,148
338,8,75
339,8,16
340,95,27
341,80,69
342,89,86
343,96,31
344,62,145
345,95,15
346,96,38
347,95,135
348,62,145
349,81,62
350,92,9
351,92,135
352,92,2
353,93,99
354,80,19
355,81,2
356,80,38
357,80,93
358,84,38
359,80,38
360,80,38
361,96,3
362,84,97
363,84,60
364,89,110
365,89,6
366,89,76
367,89,69
368,89,83
369,105,2
370,95,147
371,95,146
372,95,147
373,105,2
374,95,13
375,105,2
376,95,135
377,105,2
378,105,132
379,105,132
380,105,93
381,105,2
382,96,69
383,105,2
384,30,46
385,105,145
386,105,2
387,105,2
388,95,135
389,82,63
390,82,69
391,89,74
392,107,17
393,112,149
394,110,6
395,110,93
396,110,145
397,110,2
398,112,149
399,112,131
400,110,93
401,110,2
402,89,97
403,112,149
404,119,7
405,93,3
406,119,6
407,119,131
408,119,6
409,119,6
410,119,2
411,119,73
412,119,6
413,119,94
414,112,135
415,116,93
416,120,134
417,119,2
418,120,133
419,116,133
420,116,133
421,116,148
422,119,136
423,119,136
424,119,138
425,119,139
426,120,133
427,4,6
428,119,38
429,119,3
430,119,2
431,119,19
432,119,97
433,119,136
434,4,93
435,124,7
436,124,6
437,124,6
438,124,6
439,124,6
440,124,6
441,124,6
442,124,6
443,124,6
444,125,16
445,125,8
446,127,97
447,86,6
448,123,106
449,123,110
450,123,10
451,123,15
452,86,6
453,114,15
454,123,7
455,127,97
456,86,6
457,86,70
458,86,2
459,129,16
460,86,6
461,86,11
462,86,6
463,129,15
464,129,15
465,129,16
466,129,16
467,129,16
468,129,15
469,129,16
470,129,16
471,129,16
472,129,119
473,131,131
474,131,139
475,131,8
476,129,16
477,131,135
478,129,16
479,126,95
480,131,131
481,133,2
482,133,2
483,130,44
484,130,46
485,130,48
486,139,131
487,130,67
488,130,17
489,130,87
490,139,129
491,140,2
492,139,132
493,139,129
494,139,131
495,139,131
496,139,133
497,140,119
498,139,132
499,139,133
500,139,132
501,139,132
502,139,132
503,140,3
504,140,2
505,139,133
506,140,93
507,140,38
508,139,134
509,139,135
510,140,2
511,139,131
512,140,145
513,140,145
514,139,132
515,142,93
516,142,131
517,142,131
518,142,38
519,142,38
520,142,38
521,141,143
522,141,74
523,142,93
524,149,132
525,149,145
526,141,15
527,149,133
528,149,145
529,141,72
530,149,89
531,141,131
532,141,110
533,149,132
534,149,132
535,148,16
536,148,118
537,148,10
538,148,16
539,148,143
540,148,16
541,148,140
542,148,131
543,151,19
544,151,3
545,151,6
546,151,38
547,151,119
548,151,97
549,151,145
550,146,17
551,146,20
552,146,3
553,146,3
554,146,48
555,146,11
556,153,141
557,146,6
558,146,97
559,153,141
560,153,135
561,157,4
562,99,64
563,160,2
564,163,2
565,163,97
566,163,93
567,157,58
568,160,2
569,160,2
570,163,97
571,163,93
572,163,2
573,160,2
574,99,13
575,170,49
576,99,146
577,99,46
578,170,15
579,99,2
580,99,81
581,164,38
582,164,63
583,164,82
584,164,96
585,159,101
586,159,104
587,162,22
588,162,22
589,165,37
590,165,37
591,162,9
592,162,75
593,165,89
594,162,90
595,165,99
596,165,71
597,165,112
598,177,2
599,165,34
600,177,93
601,177,38
602,165,61
603,177,38
604,177,15
605,165,74
606,177,2
607,163,2
608,178,11
609,177,2
610,178,119
611,178,139
612,178,120
613,177,6
614,177,93
615,178,124
616,177,93
617,178,131
618,178,10
619,180,93
620,178,140
621,180,133
622,178,132
623,180,133
624,178,46
625,180,133
626,178,9
627,184,19
628,184,5
629,184,131
630,184,131
631,184,101
632,152,52
633,184,15
634,152,131
635,184,133
636,184,133
637,184,148
638,184,106
639,190,129
640,190,133
641,190,132
642,190,147
643,101,62
644,190,135
645,190,141
646,152,99
647,190,141
648,190,132
649,152,137
650,152,102
651,187,5
652,190,134
653,187,131
654,187,120
655,190,133
656,190,141
657,190,134
658,190,134
659,190,135
660,190,134
661,190,149
662,189,73
663,189,77
664,192,93
665,189,147
666,189,11
667,189,15
668,192,110
669,189,7
670,192,17
671,183,93
672,183,142
673,183,6
674,192,6
675,198,3
676,198,3
677,198,3
678,198,3
679,198,3
680,198,38
681,198,15
682,198,3
683,198,3
684,198,3
685,198,83
686,198,97
687,201,2
688,201,93
689,201,93
690,204,2
691,204,2
692,204,93
693,204,134
694,206,19
695,206,58
696,206,137
697,206,22
698,206,148
699,206,43
700,206,45
701,206,8
702,206,33
703,206,20
704,206,85
705,206,18
706,206,99
707,207,69
708,207,97
709,207,123
710,207,38
711,207,38
712,207,38
713,207,69
714,207,38
715,207,79
716,207,3
717,207,17
718,207,97
719,207,38
720,207,15
721,207,38
722,207,77
723,207,77
724,207,69
725,207,148
726,207,148
727,207,97
728,207,97
729,212,125
730,212,45
731,212,147
732,212,44
733,212,144
734,212,148
735,216,76
736,216,10
737,216,76
738,216,79
739,216,149
740,216,132
741,216,123
742,216,18
743,216,38
744,216,76
745,216,37
746,216,74
747,216,38
748,216,70
749,218,134
750,218,135
751,218,135
752,220,43
753,220,18
754,223,24
755,223,6
756,223,93
757,223,6
758,223,129
759,223,97
760,223,94
761,223,94
762,223,97
763,226,148
764,226,16
765,226,9
766,226,9
767,223,94
768,226,16
769,226,123
770,223,6
771,222,6
772,223,61
773,226,16
774,222,72
775,223,94
776,226,129
777,225,22
778,225,37
779,225,55
780,225,94
781,225,51
782,225,48
783,225,83
784,225,90
785,225,106
786,225,14
787,225,3
788,225,61
789,225,35
790,225,61
791,232,6
792,219,117
793,232,24
794,232,38
795,232,122
796,219,117
797,231,119
798,219,44
799,232,83
800,231,34
801,231,148
802,231,8
803,236,6
804,236,6
805,236,6
806,236,6
807,236,6
808,236,93
809,235,94
810,236,6
811,236,129
812,235,80
813,236,6
814,235,94
815,237,142
816,235,93
817,235,105
818,237,6
819,237,6
820,237,24
821,237,6
822,237,61
823,237,3
824,237,6
825,237,62
826,237,132
827,237,97
828,237,97
829,237,38
830,240,10
831,245,132
832,245,10
833,245,135
834,245,129
835,240,146
836,245,141
837,237,3
838,237,97
839,237,24
840,245,129
841,237,102
842,247,116
843,247,9
844,247,118
845,247,19
846,247,22
847,247,17
848,247,30
849,247,49
850,247,46
851,247,79
852,247,18
853,247,106
854,247,106
855,248,140
856,248,129
857,248,139
858,248,144
859,254,15
860,258,131
861,258,93
862,258,142
863,258,38
864,254,15
865,258,9
866,258,133
867,254,12
868,258,134
869,254,3
870,258,135
871,258,140
872,258,7
873,258,133
874,258,131
875,258,132
876,258,142
877,258,141
878,258,93
879,258,7
880,258,38
881,258,133
882,258,134
883,258,134
884,259,6
885,259,93
886,259,2
887,259,2
888,259,6
889,262,136
890,262,119
891,262,148
892,262,16
893,262,9
894,262,119
895,262,7
896,262,120
897,262,119
898,262,8
899,262,7
900,262,45
901,262,2
902,262,139
903,262,140
904,262,93
905,262,10
906,262,3
907,262,93
908,262,139
909,267,38
910,267,3
911,267,135
912,267,135
913,267,145
914,267,134
915,267,145
916,267,93
917,268,136
918,268,93
919,270,129
920,270,129
921,270,129
922,270,129
923,270,129
924,270,129
925,270,129
926,275,131
927,272,145
928,270,129
929,270,129
930,275,95
931,275,133
932,275,132
933,270,129
934,275,129
935,275,132
936,270,129
937,270,129
938,278,129
939,284,6
940,284,19
941,284,2
942,284,19
943,278,131
944,284,123
945,278,142
946,278,129
947,278,129
948,284,73
949,281,16
950,284,19
951,284,7
952,286,97
953,286,2
954,284,93
955,286,2
956,284,38
957,286,2
958,286,2
959,286,2
960,284,97
961,284,133
962,286,97
963,283,97
964,283,136
965,283,6
966,246,7
967,246,2
968,283,93
969,283,2
970,283,93
971,283,2
972,246,38
973,283,93
974,283,132
975,246,93
976,246,126
977,287,85
978,287,11
979,287,15
980,289,123
981,289,10
982,289,131
983,287,46
984,287,15
1,9,146
2,9,131
3,9,8
4,9,141
5,9,139
6,9,144
7,9,148
8,9,144
9,9,129
10,9,129
11,9,14
12,9,129
13,6,147
14,6,148
15,6,148
16,7,10
17,6,148
18,6,148
19,6,148
20,6,148
21,6,148
22,6,148
23,6,148
24,7,141
25,8,143
26,8,143
27,8,143
28,8,148
29,8,148
30,8,146
31,8,148
32,8,148
33,8,144
34,8,9
35,8,132
36,8,149
37,8,143
38,8,148
39,8,146
40,8,147
41,8,147
42,8,13
43,8,9
44,8,138
45,8,15
46,8,138
47,8,47
48,8,45
49,8,143
50,8,143
51,8,14
52,8,8
53,8,143
54,9,141
55,9,139
56,8,148
57,8,144
58,8,139
59,8,18
60,8,140
61,11,11
62,11,138
63,2,119
64,2,11
65,2,11
66,2,11
67,2,13
68,2,14
69,2,14
70,2,34
71,7,137
72,7,14
73,16,19
74,16,35
75,16,110
76,16,36
77,16,15
78,16,15
79,16,13
80,16,37
81,16,81
82,16,81
83,16,89
84,16,82
85,22,3
86,22,38
87,22,38
88,22,38
89,22,15
90,22,15
91,22,97
92,22,70
93,22,85
94,22,2
95,22,103
96,22,106
97,26,144
98,26,129
99,26,8
100,26,131
101,26,144
102,26,9
103,24,7
104,26,142
105,26,14
106,26,129
107,26,139
108,26,139
109,26,93
110,26,145
111,26,117
112,26,114
113,26,93
114,26,93
115,26,93
116,26,142
117,26,93
118,24,131
119,22,2
120,24,10
121,29,95
122,29,95
123,29,120
124,29,113
125,29,15
126,21,6
127,22,6
128,29,5
129,29,109
130,28,2
131,22,12
132,29,104
133,19,89
134,19,77
135,19,46
136,19,43
137,19,43
138,28,6
139,21,38
140,28,93
141,19,5
142,19,135
143,19,43
144,28,2
145,19,119
146,33,131
147,19,99
148,21,6
149,33,142
150,33,93
151,33,145
152,28,93
153,19,19
154,19,129
155,19,45
156,19,41
157,33,131
158,28,2
159,28,147
160,28,6
161,19,74
162,23,93
163,33,142
164,28,93
165,23,93
166,28,97
167,28,148
168,28,2
169,38,142
170,28,93
171,28,6
172,28,6
173,38,93
174,37,2
175,35,93
176,35,93
177,35,6
178,38,6
179,35,6
180,35,93
181,35,93
182,43,145
183,37,93
184,43,38
185,43,93
186,26,93
187,43,110
188,43,136
189,43,38
190,43,38
191,43,38
192,43,93
193,43,6
194,45,131
195,42,149
196,45,133
197,42,2
198,42,2
199,45,132
200,26,6
201,45,7
202,35,2
203,43,136
204,42,93
205,45,144
206,5,93
207,5,2
208,5,2
209,47,2
210,47,93
211,34,10
212,47,142
213,47,2
214,34,80
215,5,2
216,5,145
217,5,145
218,34,89
219,34,19
220,34,107
221,34,20
222,34,58
223,53,145
224,34,101
225,34,106
226,53,136
227,58,133
228,54,10
229,52,38
230,52,11
231,53,2
232,58,16
233,58,149
234,53,129
235,59,141
236,34,103
237,54,100
238,53,6
239,61,149
240,58,13
241,60,13
242,16,15
243,60,10
244,60,148
245,55,11
246,60,135
247,60,135
248,60,13
249,16,124
250,66,133
251,66,145
252,66,48
253,66,148
254,66,37
255,66,142
256,66,132
257,68,117
258,6,148
259,68,117
260,66,147
261,66,136
262,68,96
263,66,133
264,68,117
265,68,16
266,67,63
267,67,123
268,67,108
269,67,148
270,67,27
271,67,89
272,65,132
273,71,133
274,68,117
275,71,14
276,71,141
277,71,148
278,71,131
279,71,148
280,71,131
281,71,8
282,71,133
283,71,132
284,76,121
285,72,145
286,72,6
287,74,89
288,76,10
289,74,16
290,72,8
291,74,102
292,72,6
293,72,9
294,77,19
295,74,147
296,77,55
297,74,15
298,77,56
299,74,129
300,78,11
301,74,16
302,78,148
303,74,139
304,74,8
305,79,3
306,77,93
307,77,38
308,77,2
309,79,6
310,78,3
311,78,119
312,78,145
313,79,6
314,79,6
315,78,93
316,78,72
317,79,93
318,78,93
319,78,97
320,74,133
321,74,132
322,74,132
323,75,29
324,87,63
325,83,76
326,75,73
327,87,16
328,87,43
329,87,143
330,87,104
331,85,106
332,80,93
333,90,139
334,95,7
335,84,38
336,84,38
337,80,9
338,80,3
339,80,3
340,83,94
341,84,110
342,81,3
343,89,97
344,92,134
345,96,38
346,89,38
347,96,38
348,92,13
349,93,60
350,81,6
351,81,38
352,81,85
353,96,3
354,95,26
355,84,4
356,89,119
357,89,38
358,89,38
359,89,48
360,81,62
361,80,3
362,89,70
363,89,38
364,95,110
365,95,135
366,95,30
367,95,135
368,95,14
369,96,18
370,105,6
371,96,42
372,96,15
373,96,94
374,105,132
375,96,110
376,100,103
377,96,2
378,96,38
379,96,3
380,30,19
381,30,84
382,106,77
383,96,3
384,95,10
385,30,48
386,30,78
387,30,89
388,82,17
389,89,38
390,89,84
391,110,2
392,112,149
393,93,69
394,107,38
395,107,38
396,107,38
397,107,97
398,107,3
399,93,76
400,107,70
401,107,3
402,110,134
403,93,22
404,86,2
405,119,3
406,107,38
407,107,97
408,86,12
409,107,38
410,107,70
411,107,70
412,86,83
413,107,135
414,93,103
415,120,133
416,107,70
417,116,133
418,107,38
419,120,132
420,120,133
421,120,133
422,116,132
423,116,147
424,116,132
425,120,131
426,107,97
427,124,9
428,4,38
429,4,38
430,4,120
431,4,2
432,4,145
433,4,93
434,124,31
435,125,9
436,119,69
437,119,3
438,114,78
439,114,31
440,119,38
441,119,19
442,125,117
443,119,2
444,4,97
445,4,106
446,114,78
447,123,102
448,129,43
449,129,119
450,129,15
451,129,15
452,123,9
453,86,38
454,129,15
455,86,69
456,123,124
457,129,16
458,129,16
459,123,149
460,129,15
461,129,15
462,129,15
463,123,11
464,86,38
465,126,144
466,123,100
467,126,40
468,126,138
469,126,139
470,126,139
471,126,71
472,126,45
473,130,66
474,130,54
475,130,63
476,126,102
477,133,6
478,126,144
479,131,139
480,130,105
481,130,5
482,130,54
483,139,131
484,139,132
485,139,131
486,140,6
487,139,134
488,139,132
489,139,132
490,140,38
491,142,129
492,140,69
493,140,2
494,140,3
495,140,3
496,140,69
497,141,40
498,140,38
499,140,145
500,140,6
501,140,2
502,140,145
503,142,38
504,142,38
505,140,38
506,142,119
507,142,38
508,140,38
509,140,38
510,142,145
511,140,93
512,142,145
513,142,8
514,140,133
515,141,119
516,141,131
517,141,18
518,141,108
519,141,49
520,141,45
521,149,133
522,149,2
523,149,132
524,142,38
525,142,38
526,149,132
527,142,38
528,142,147
529,149,145
530,142,38
531,149,133
532,149,2
533,148,143
534,148,144
535,151,69
536,151,93
537,151,6
538,151,6
539,151,6
540,146,102
541,146,104
542,151,106
543,153,149
544,153,131
545,153,141
546,153,141
547,153,141
548,153,141
549,153,132
550,150,2
551,150,19
552,150,93
553,150,19
554,150,48
555,150,48
556,146,48
557,150,66
558,150,133
559,146,102
560,146,97
561,160,2
562,157,85
563,163,2
564,99,35
565,99,44
566,99,144
567,160,119
568,163,93
569,163,6
570,99,33
571,99,85
572,99,101
573,163,97
574,170,15
575,159,49
576,170,147
577,170,15
578,165,15
579,170,81
580,170,81
581,173,38
582,173,38
583,173,3
584,173,38
585,164,101
586,164,104
587,165,34
588,165,112
589,162,37
590,162,37
591,177,145
592,165,74
593,162,84
594,165,131
595,175,74
596,175,9
597,177,93
598,178,139
599,177,2
600,178,131
601,178,131
602,177,2
603,163,60
604,163,6
605,175,89
606,178,134
607,178,99
608,180,129
609,180,132
610,180,6
611,180,145
612,180,131
613,180,129
614,180,131
615,180,136
616,180,145
617,180,141
618,180,131
619,184,18
620,180,142
621,184,134
622,180,136
623,184,141
624,180,132
625,184,13
626,180,129
627,185,19
628,152,42
629,182,147
630,152,35
631,152,148
632,101,62
633,185,58
634,101,44
635,152,37
636,182,19
637,152,148
638,152,99
639,187,16
640,187,8
641,187,18
642,187,147
643,190,134
644,187,9
645,187,117
646,101,107
647,187,5
648,187,140
649,101,107
650,101,107
651,189,15
652,187,129
653,189,148
654,189,125
655,187,140
656,187,142
657,187,31
658,187,117
659,187,8
660,187,134
661,187,135
662,192,93
663,192,4
664,183,2
665,192,6
666,192,11
667,192,97
668,183,2
669,192,38
670,183,142
671,198,3
672,198,38
673,198,15
674,183,6
675,201,2
676,201,2
677,201,3
678,201,93
679,201,38
680,201,6
681,201,6
682,201,93
683,201,6
684,201,93
685,201,6
686,201,93
687,202,149
688,202,140
689,202,110
690,206,21
691,206,53
692,206,31
693,206,16
694,207,3
695,207,119
696,207,17
697,207,38
698,207,38
699,207,38
700,207,15
701,207,70
702,207,79
703,207,69
704,207,83
705,207,97
706,207,97
707,154,2
708,154,2
709,154,2
710,154,2
711,154,2
712,154,38
713,154,93
714,154,54
715,154,2
716,154,2
717,211,144
718,211,127
719,211,134
720,211,131
721,211,148
722,211,148
723,211,132
724,211,144
725,154,145
726,211,134
