task,community
Russell Price-http://dbpedia.org/page/List_of_recurring_Blue_Heelers_characters,0
Ross Levinsohn-http://dbpedia.org/page/Ross_Levinsohn,1
Romans-http://www.freebase.com/view/en/epistle_to_the_romans,0
Romans-Romans_undisclosedLink0,0
Roman-http://www.freebase.com/view/en/ancient_rome,0
Richard Barrett-http://www.freebase.com/view/en/richard_barrett,0
Richard Barrett-http://dbpedia.org/page/Richard_Barrett,0
Raja-http://www.freebase.com/view/en/raja,0
Rahul Gandhi-http://www.freebase.com/view/en/sonia_gandhi,0
Rahul Gandhi-http://dbpedia.org/page/Rahul_Gandhi,1
RK Chandolia-http://www.freebase.com/view/en/unitech_group,0
RK Chandolia-http://dbpedia.org/page/RK,0
RIMM-http://dbpedia.org/page/RIMM,0
R. Adams Cowley Shock Trauma Center-http://www.freebase.com/view/en/trauma_center,0
Question Hour-http://dbpedia.org/page/Question_Hour_to_the_President_of_the_European_Commission,0
Question Hour-Question Hour_undisclosedLink0,0
Portugal-http://www.freebase.com/view/en/portuguese_football_federation,0
Planning Commission-http://www.freebase.com/view/en/new_york_city_department_of_city_planning,0
Piper Jaffray-http://www.freebase.com/view/en/u_s_bancorp_piper_jaffray_inc,0
Peace Talks-http://www.freebase.com/view/en/peace_process_in_the_israeli-palestinian_conflict,0
Peace Talks-http://www.freebase.com/view/en/2006_2007_juba_talks,0
Paul R. La Monica-Paul R. La Monica_undisclosedLink0,0
Pasquarella-Pasquarella_undisclosedLink3,0
Pasquarella-Pasquarella_undisclosedLink1,0
Pakistani-http://www.freebase.com/view/en/pakistani_people,0
Pakistan-http://dbpedia.org/page/Pakistan,1
Oswald Gr-http://www.freebase.com/view/en/1931_wimbledon_championships_mens_singles,0
Oswald Gr-http://dbpedia.org/page/Oswald_GrKeystone,1
Opposition PDP-http://dbpedia.org/page/Emergent_Opposition,0
Operation Troy-http://www.freebase.com/view/wikipedia/images/en_id/23242491,0
Operation Troy-http://www.freebase.com/view/en/operation_rescue,0
Ochsenbein-http://www.freebase.com/view/en/urs_ochsenbein,0
Ochsenbein-http://dbpedia.org/page/Ulrich_Ochsenbein,0
Ochsenbein-Ochsenbein_undisclosedLink1,0
Ochsenbein-Ochsenbein_undisclosedLink0,0
Norway-Norway_undisclosedLink1,0
Nigerians-http://dbpedia.org/page/Nigerians_in_the_Netherlands,0
Nigerian-http://dbpedia.org/page/Advance-fee_fraud,0
Nidal Malik Hasan-Nidal Malik Hasan_undisclosedLink0,0
Nidal Hasan-Nidal Hasan_undisclosedLink0,0
New YorkÃ­s-http://dbpedia.org/page/Into_the_New,0
New York-http://www.freebase.com/view/en/new_york_state,1
New York-http://dbpedia.org/page/New_York_City,0
Nespresso-http://www.freebase.com/view/en/nespresso,1
Nasser-http://www.geonames.org/1093981/nasser.html,0
Nasser-Nasser_undisclosedLink0,0
Nasser al-Awlaki-http://dbpedia.org/page/Aulaqi,0
Nasser al-Awlaki-Nasser al-Awlaki_undisclosedLink1,0
Nasser al-Awlaki-Nasser al-Awlaki_undisclosedLink0,0
NC-http://dbpedia.org/page/.nc,0
Muslims-http://dbpedia.org/page/Muslim,1
Mueller-http://www.freebase.com/view/en/uwe_schmidt,0
Mr. Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad's_letter_to_George_W._Bush,0
Moulvi Iftikhar Hussain-http://www.freebase.com/view/en/iftikhar_hussain_shah,0
Motorola-http://www.freebase.com/view/en/motorola_68000,0
Montgomery-http://dbpedia.org/page/Will_Montgomery,0
Montgomery-Montgomery_undisclosedLink0,0
Montagnola-http://www.geonames.org/3173105/montagnola.html,0
Montagnola-Montagnola_undisclosedLink0,0
MondayÃ­s German-language-http://www.freebase.com/view/m/0c3mc58,0
Mohammed-http://www.freebase.com/view/wikipedia/images/commons_id/5565878,0
Mohammed al-Roken-http://www.freebase.com/view/m/0sd3l3,0
Mohammed Jamjoom-http://www.freebase.com/view/soft/isbn/9780713901160/best,0
Mohammed Jamjoom-http://www.freebase.com/view/m/0lkpl9,0
Mohammad Akbar Lone-http://dbpedia.org/page/Chaudhary_Mohammad_Akbar_Ibrahim,0
Minnesota-http://www.geonames.org/4209662/minnesota.html,0
Middle East-http://www.freebase.com/view/en/the_middle_east,0
Microsoft-Microsoft_undisclosedLink0,0
Mejia-http://www.geonames.org/3547199/mejia.html,0
Mejia-http://www.geonames.org/3547197/mejia.html,0
Maryland-http://dbpedia.org/page/Maryland,1
Maryland-Maryland_undisclosedLink0,0
Maryland State Department of Education-http://www.geonames.org/6341551/maryland-department-of-state-police.html,0
Mark Milian-http://dbpedia.org/page/Milian,0
Mark Milian-http://dbpedia.org/page/M._L._Andreasen,0
Marib-http://www.geonames.org/6300138/marib.html,0
Mansur Ali Khan Pataudi-http://www.freebase.com/view/en/mansur,0
Mansur Ali Khan Pataudi-http://www.freebase.com/view/en/mansoor_ali_khan_pataudi,1
Mansur Ali Khan Pataudi-http://dbpedia.org/page/Sher_Ali_Khan_(general),0
Manmohan Singh-http://www.freebase.com/view/en/manmohan_singh,1
Manmohan Singh-http://dbpedia.org/page/Manmohan_Singh,1
Maha Abouelenein-http://www.geonames.org/4708820/maha.html,0
Madrid-http://www.freebase.com/view/en/madrid,1
Madrid-http://dbpedia.org/page/Madrid,1
Lugano-born Ermotti-http://www.geonames.org/7286383/lugano.html,0
Lesa Jansen-http://www.freebase.com/view/m/018swdw,0
Lesa Jansen-Lesa Jansen_undisclosedLink0,0
Leibacher-http://www.geonames.org/6294406/leibacher.html,0
Lebanese-http://dbpedia.org/page/Lebanese,0
Lebanese-Lebanese_undisclosedLink0,0
Las Cruces-http://www.geonames.org/5365166/las-cruces.html,0
Las Cruces-http://dbpedia.org/page/Las_Cruces,0
Kindle-http://www.freebase.com/view/en/amazon_kindle,1
Kindle Fire Amazon-http://dbpedia.org/page/Amazon_Kindle,0
Khalifa-http://www.geonames.org/1446983/khalifa.html,0
Kennedy-http://www.freebase.com/view/en/ted_kennedy,0
Kennedy-http://dbpedia.org/page/Kennedy,0
Kashmir-http://www.freebase.com/view/wikipedia/pt/Kashmir_$0028banda$0029,0
Karim Morani-http://www.geonames.org/1419219/morani.html,0
Kanimozhi-http://www.freebase.com/view/wikipedia/en_title/Kanimozhi_$0028film$0029,0
Kanimozhi-http://www.freebase.com/view/en/kanimozhi,1
Julia Slater-http://www.freebase.com/view/en/julia_gillardthanks....,0
Julia Slater-http://dbpedia.org/page/Slater,0
Joint Special Operations Command-http://www.freebase.com/view/en/united_states_joint_special_operations_command,1
Jeff Bezos-http://dbpedia.org/page/Jeff_Bezos,1
Jayampathy Wickramaratne-http://www.freebase.com/view/en/hemantha_wickramaratne,0
Jayampathy Wickramaratne-http://dbpedia.org/page/Eran_Wickramaratne,0
Jammu-http://www.geonames.org/1269322/jammu.html,1
Jammu-http://www.geonames.org/1269321/jammu.html,0
Jairam Ramesh-http://www.freebase.com/view/en/jairam_ramesh,1
Islam-http://dbpedia.org/page/Islam,1
Islam-Islam_undisclosedLink0,0
Ireland-http://www.freebase.com/view/en/republic_of_ireland,1
Iranian-http://dbpedia.org/page/Iranian,0
Iran-http://www.freebase.com/view/en/majlis_of_iran,0
Internet-http://www.freebase.com/view/internet,1
Ibrahim-http://dbpedia.org/page/Abraham,0
IHS iSuppli-http://www.freebase.com/view/en/ihs_inc,0
IHS iSuppli-http://www.freebase.com/view/en/ihs,0
IHS iSuppli-IHS iSuppli_undisclosedLink0,0
IDCC-http://dbpedia.org/page/International_Diamond_Cut_Conference,0
IDCC-IDCC_undisclosedLink3,0
IBM-http://www.geonames.org/6254921/ibm.html,0
Hutchinson Lane-http://www.geonames.org/4809608/hutchinson.html,0
Hutchinson Lane-Hutchinson Lane_undisclosedLink0,0
Hussain-http://www.geonames.org/7101735/hussain.html,0
Hussain-http://www.freebase.com/view/en/zakir_hussain,0
Howard County-http://www.geonames.org/4861232/howard-county.html,0
Hosni Mubarak-http://dbpedia.org/page/Hosni_Mubarak,1
Hosni Mubarak-http://data.nytimes.com/64604503528392632533,1
Hamid Karzai-http://dbpedia.org/page/Hamid_Karzai,1
HTC-HTC_undisclosedLink0,0
Grosvenor-http://www.geonames.org/4695288/grosvenor.html,0
Greece-http://www.freebase.com/view/en/greece,1
Great St Bernard Pass-http://www.geonames.org/2660518/great-saint-bernard-pass.html,1
Great Satan-Great Satan_undisclosedLink1,0
Google-Google_undisclosedLink0,0
Germany-http://www.freebase.com/view/en/german_football_association,0
George Clooney-http://dbpedia.org/page/George_Clooney,1
Geneva-Geneva_undisclosedLink1,0
Galaxy S II-Galaxy S II_undisclosedLink1,0
Gaby Ochsenbein-http://www.freebase.com/view/en/ulrich_ochsenbein,0
French-http://www.freebase.com/view/en/france,1
France-http://dbpedia.org/page/To_France,0
Forest Glen-http://www.geonames.org/4920401/forest-glen.html,0
Forest Glen-http://www.freebase.com/view/en/forest_glen,0
Fire is Wi-Fi-only-http://www.freebase.com/view/m/012wm1m,0
Fire is Wi-Fi-only-http://www.freebase.com/view/en/rose_garden_arena,0
Finnish-http://www.freebase.com/view/lang/fi,0
Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,0
Federal Supreme Court-Federal Supreme Court_undisclosedLink0,0
Fakharany-Fakharany_undisclosedLink2,0
Faiza Mousa-http://dbpedia.org/page/Mousa,0
Faiza Mousa-http://dbpedia.org/page/Faiza,0
Fahad Salim Dalk-Fahad Salim Dalk_undisclosedLink1,0
FBI-http://www.freebase.com/view/en/f_b_i,0
Europe-http://dbpedia.org/page/Europe,1
Emma Brown-http://www.freebase.com/view/wikipedia/en_title/Emma_Brown,0
Emiratis-Emiratis_undisclosedLink0,0
Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,0
Emirati-http://dbpedia.org/page/Emirati_people,1
Emirati-Emirati_undisclosedLink0,0
Elkridge-http://www.geonames.org/4805067/elkridge.html,0
Elkridge-http://www.freebase.com/view/m/04c67yr,0
Elkridge-http://www.freebase.com/view/en/elkridge,1
Egyptian-Egyptian_undisclosedLink0,0
Egypt-http://www.freebase.com/view/en/egypt,1
Doug Gross-http://www.geonames.org/4626690/gross.html,0
Doug Gross-http://www.geonames.org/4157616/gross.html,0
Doug Gross-http://www.freebase.com/view/en/maryland,0
Doug Gross-http://dbpedia.org/page/Gross,0
Domestic Violence Intervention Project-http://dbpedia.org/page/Duluth_model,1
Domestic Violence Intervention Project-http://dbpedia.org/page/Domestic_violence,0
Domestic Violence Intervention Project-Domestic Violence Intervention Project_undisclosedLink0,0
Domestic Violence Awareness Month-http://www.freebase.com/view/en/awareness_days,0
Domestic Violence Awareness Month-http://www.freebase.com/view/authority/us/gov/loc/sh/sh91000722,1
Diane Ruggiero-Diane Ruggiero_undisclosedLink0,0
Detroit-http://www.geonames.org/4617921/detroit.html,0
DMK-http://www.freebase.com/view/en/dravida_munnetra_kazhagam,0
DMK-DMK_undisclosedLink1,0
Commission-http://dbpedia.org/page/The_Commission,0
Columbia-http://www.freebase.com/view/en/columbia_university,0
Columbia-http://www.freebase.com/view/en/columbia_records,0
Clare O'Dea-http://dbpedia.org/page/OInstitute,0
Christmas-http://dbpedia.org/page/Happy_Xmas_Christmas,0
Chris Isidore-Chris Isidore_undisclosedLink0,0
China-http://www.freebase.com/view/en/republic_of_china,0
China-http://www.freebase.com/view/en/china,1
China-http://www.freebase.com/view/en/a1_team_china,0
Chamontae Walker-http://www.freebase.com/view/m/04bd3l6,0
Chamontae Walker-http://www.freebase.com/view/m/037z3ll,0
Celtic-http://www.geonames.org/7506475/celtic.html,0
Celtic-http://www.geonames.org/5918969/celtic.html,0
Celtic-http://www.freebase.com/view/en/celtic_fc,0
California-http://www.freebase.com/view/en/california,1
California-http://dbpedia.org/page/Totoma,0
Cairo-http://www.freebase.com/view/en/cairo_university,0
CNNMoney-CNNMoney_undisclosedLink3,0
CBI-http://dbpedia.org/page/CBI,0
Bryson-http://www.geonames.org/4609353/bryson.html,0
Brookdale Drive-http://www.freebase.com/view/en/minneapolis_brookdale_drive_kingdom_hall,0
Brookdale Drive-http://dbpedia.org/page/Brookdale,0
Bronze Age-http://dbpedia.org/page/Bronze_Age,1
Bronze Age-http://dbpedia.org/page/Age_of_Bronze,0
Bourg St Pierre-http://www.geonames.org/6457901/raiffeisen-liddes-et-bourg-st-pierre.html,0
Blick-http://www.geonames.org/4102230/blick.html,0
Bill Watkins-http://www.freebase.com/view/wikipedia/en_title/Bill_Watkins_$0028cricketer$002C_born_1923$0029,0
Bill Watkins-http://www.freebase.com/view/wikipedia/en_title/Bill_Watkins_$0028Seagate$0029,0
Bill Watkins-http://dbpedia.org/page/Bill_Watkins,0
Bern-based-http://www.geonames.org/5327721/bern.html,0
Bern-based-http://www.freebase.com/view/en/lotschberg_base_tunnel,0
Bern-based-http://dbpedia.org/page/Bern,1
Bern-based-Bern-based_undisclosedLink0,0
Barbara Starr-Barbara Starr_undisclosedLink0,0
Barack Obama-http://dbpedia.org/page/Barack_Obama_,0
Barack Obama-http://data.nytimes.com/47452218948077706853,1
Balwa-http://www.freebase.com/view/en/akar_bale,0
BPL-http://www.freebase.com/view/wikipedia/images/commons_id/7702994,0
BMO Capital Markets-http://www.freebase.com/view/en/bmo_capital_markets,1
BC-http://dbpedia.org/page/BitComet,0
BC-http://dbpedia.org/page/BC,0
Axel Weber-http://www.freebase.com/view/en/axel_a_weber,1
Avenches-http://www.freebase.com/view/en/avenches,1
Avenches-http://dbpedia.org/page/Avenches,1
Austria-http://www.freebase.com/view/en/austria,1
Australia-http://www.freebase.com/view/wikipedia/fr/Australia_$0028film$002C_2008$0029,0
Artifacts-http://dbpedia.org/page/Artifact,0
Armenian-http://dbpedia.org/page/Armenian_Mesopotamia,0
Arabic-http://www.freebase.com/view/en/arabic_language,1
Arabic-http://dbpedia.org/page/Arabic_star,0
Arabic Network for Human Rights Information-http://www.freebase.com/view/en/arabic_network_for_human_rights_information,1
Apple Store-http://dbpedia.org/page/Apple_Store_(online),0
Anwar al-Awlaki-http://dbpedia.org/page/People_linked_to_Anwar_al-Awlaki,0
Anwar Al-Awlaki-http://dbpedia.org/page/Anwar_al-Awlaki,1
Anwar Al-Awlaki-Anwar Al-Awlaki_undisclosedLink0,0
Android-http://dbpedia.org/page/Android,0
American-http://www.freebase.com/view/en/american_recordings,0
American-born-http://dbpedia.org/page/American_Born,0
America-http://dbpedia.org/page/United_States,0
America-http://dbpedia.org/page/America,0
America-America_undisclosedLink1,0
Alpine-Alpine_undisclosedLink0,0
Alipay-Alipay_undisclosedLink0,0
Alibaba-owned-http://www.freebase.com/view/m/0q4c70,0
Ali Abdullah Saleh-http://data.nytimes.com/42472758920994792243,1
AlexandriaÃ­s Domestic Violence Intervention Project-http://www.freebase.com/view/soft/isbn/9781858931395/best,0
AlexandriaÃ­s Domestic Violence Intervention Project-http://www.freebase.com/view/soft/isbn/9781840821376/best,0
Alexandria-http://www.freebase.com/view/en/alexandria_virginia,0
Alexandria CommonwealthÃ­s AttorneyÃ­s Office-http://www.geonames.org/5016114/alexandria-post-office.html,0
Al-Marzooqi-http://dbpedia.org/page/Alan_Wilson_(musician),0
Agarwal-Agarwal_undisclosedLink1,0
Agarwal-Agarwal_undisclosedLink0,0
Afghanistan-http://www.freebase.com/view/en/afghanistan,1
Afghanistan-http://dbpedia.org/page/Afghanistan,1
Abyan-http://www.geonames.org/80426/abyan.html,1
Abyan-http://dbpedia.org/page/Abyan_Governorate,1
Abyan-Abyan_undisclosedLink0,0
AQAP-AQAP_undisclosedLink0,0
AOL-http://www.freebase.com/view/en/aol,1
A Delhi-http://www.geonames.org/4853722/delhi.html,0
A Delhi-http://www.geonames.org/4685810/delhi.html,0
trans-Atlantic-http://www.freebase.com/view/en/trans_atlantic_publications,0
trans-Atlantic-http://www.freebase.com/view/en/trans-atlantyk,0
nLa LibertÃ-nLa LibertÃ_undisclosedLink0,0
nLa LibertÃ-http://dbpedia.org/page/No.1_Croydon,0
nLa LibertÃ-http://dbpedia.org/page/Iya_Nla,0
al-Roken-http://www.freebase.com/view/m/0wrmsv,0
al-Roken-http://www.freebase.com/view/m/0sd3l3,0
al-Roken-al-Roken_undisclosedLink1,0
al-Roken-al-Roken_undisclosedLink0,0
Zurich-based-http://www.geonames.org/5145326/zurich.htmlthanks....,0
Zurich-based-http://dbpedia.org/page/Zurich,1
Zug-Zug_undisclosedLink0,0
Zinjibar-http://dbpedia.org/page/Zinjibar,1
Yugoslavia-http://dbpedia.org/page/Yugoslavia,1
Yemeni-http://dbpedia.org/page/Yemeni,0
Yemeni Embassy-http://www.geonames.org/747856/yemeni.html,0
Yemeni Embassy-http://dbpedia.org/page/Yemeni,0
Yemeni Embassy-http://dbpedia.org/page/Diplomatic_mission,0
Yahoo-http://www.freebase.com/view/en/yahoo_music,0
YHOO-http://dbpedia.org/page/Yahoo,1
YHOO-YHOO_undisclosedLink2,0
Xbox-http://www.geonames.org/3822591/xbox.html,0
Xbox-http://www.freebase.com/view/en/xbox,1
Western-http://www.freebase.com/view/en/western,0
Western-http://dbpedia.org/page/The_Western,0
Washington-http://www.freebase.com/view/en/washington_united_states,1
Washington-Washington_undisclosedLink0,0
Wall Street Journal-http://dbpedia.org/page/The_Wall_Street_Journal_Asia,0
Wall Street Journal-Wall Street Journal_undisclosedLink0,0
Wael Fakharany-http://www.freebase.com/view/en/yehia_el_fakharany,0
Wael Fakharany-http://dbpedia.org/page/Wael,0
Virginia-http://dbpedia.org/page/Virginia_Virginia,0
Vienna-http://www.freebase.com/view/en/vienna,0
Vienna-http://www.freebase.com/view/en/university_of_vienna,0
Vanuatu-http://www.freebase.com/view/en/vanuatu,1
Umar Farouk AbdulMutallab-http://www.freebase.com/view/en/umar_farouk_abdulmutallab,1
Umar Farouk AbdulMutallab-http://data.nytimes.com/N68781713022335124083,0
US-http://dbpedia.org/page/This_Is_Us,0
US-US_undisclosedLink1,0
UBS-http://www.geonames.org/6946010/ubs.html,0
UBS-http://dbpedia.org/page/Polybahn,0
UBM-http://dbpedia.org/page/UBM_plc,1
UAE-http://www.geonames.org/2368892/uae.html,0
UAE-http://www.freebase.com/view/en/uae_league,0
UAE-http://dbpedia.org/page/United_Arab_Emirates,1
U.S. State Department-http://dbpedia.org/page/United_States_Department_of_State,1
U.N.-http://dbpedia.org/page/U.N._(group),0
U.N.-U.N._undisclosedLink0,0
Twitter-Twitter_undisclosedLink0,0
Twinbrook-Twinbrook_undisclosedLink0,0
Times Square-http://www.geonames.org/5141023/times-square.html,1
Times Square-http://www.geonames.org/4980816/times-square.html,0
Times Square-http://www.geonames.org/4175396/times-square.html,0
Tim Morse-http://dbpedia.org/page/Morse,0
The Onion-http://www.freebase.com/view/en/the_onion,1
The Onion-http://dbpedia.org/page/The_Onion,1
Texas-http://dbpedia.org/page/The_Texas,0
Taobao-http://www.freebase.com/view/wikipedia/ru_id/2042555,1
Taobao-http://dbpedia.org/page/Taobao_Mall,0
Tania Weaver-http://www.freebase.com/view/en/paulinho_da_costa,0
Taliban-http://www.freebase.com/view/en/tehrik_i_taliban_pakistan,0
Taliban-http://dbpedia.org/page/Taliban,1
Takoma-http://www.freebase.com/view/en/takoma_washington_dc,1
Takoma-http://dbpedia.org/page/Takoma,0
Swiss-style-Swiss-style_undisclosedLink1,0
Swan Telecom-Swan Telecom_undisclosedLink0,0
Susan Vogel-Misicka-http://dbpedia.org/page/Susan_(given_name),0
Supreme Court-http://www.freebase.com/view/en/supreme_court,1
Sunni-http://www.geonames.org/6962503/sunni.html,0
Stanford-http://www.geonames.org/4912372/stanford.html,0
Stanford University-http://www.freebase.com/view/en/stanford_university_press,0
Stanford University-http://www.freebase.com/view/en/stanford_university,1
St Bernards-http://dbpedia.org/page/St._Bernard's_College,0
St Bernards-St Bernards_undisclosedLink0,0
St Bernard-http://www.geonames.org/6155703/st-bernard.html,0
St Bernard-St Bernard_undisclosedLink0,0
Sri LankaÃ­s-http://dbpedia.org/page/Sri,0
Spokane-http://www.geonames.org/5172735/spokane.html,0
Souvenir-http://www.freebase.com/view/en/souvenirs,0
Souvenir-Souvenir_undisclosedLink1,0
Southeast-http://www.freebase.com/view/en/southeast_region_brazil,0
South Pacific-http://www.freebase.com/view/en/south_pacific,0
Sony-http://www.freebase.com/view/en/sony,1
Sony-http://dbpedia.org/page/Sony_Alpha,0
Singapore-http://www.freebase.com/view/en/singapore,1
Silicon Valley-http://www.freebase.com/view/en/silicon_valley_football_classic,0
Silicon Valley-http://dbpedia.org/page/Silicon_Valley,1
Silent Witness-http://www.freebase.com/view/en/silent_witness,0
Silent Witness-Silent Witness_undisclosedLink0,0
Shiite-http://dbpedia.org/page/Shiite_Tide,0
Shiite-http://dbpedia.org/page/Shia_Islam,1
Shiite-Shiite_undisclosedLink0,0
Sharad Kumar-http://www.freebase.com/view/en/sharad_kumar,0
Sharad Kumar-http://dbpedia.org/page/SHARAD,0
Sergio Ermotti-http://www.freebase.com/view/m/0bxqn19,0
Sergio Ermotti-http://www.freebase.com/view/m/015yhfr,0
Saudi-born American-http://dbpedia.org/page/American_Born,0
Sarah Jones-http://www.freebase.com/view/wikipedia/en_title/Sarah_Jones_$0028screen_actress$0029,0
Sarah Jones-http://www.freebase.com/view/en/sarah_jones,0
Samsung-http://www.geonames.org/6807833/samsung.html,0
Samsung-http://dbpedia.org/page/Samsung,1
Samsung Galaxy Note-http://dbpedia.org/page/Samsung_Galaxy_Ace,0
Samsung Galaxy Note-Samsung Galaxy Note_undisclosedLink0,0
Samir Khan-Samir Khan_undisclosedLink0,0
Saleh-http://www.geonames.org/290945/saleh.html,0
SRINAGAR-http://www.geonames.org/1255635/srinagar.html,0
SRINAGAR-http://dbpedia.org/page/Srinagar,1
Russians-http://www.freebase.com/view/en/russians,1
Russians-Russians_undisclosedLink1,0
Russell Price-http://www.freebase.com/view/m/0c4_92b,0
Rotkreuz-http://www.geonames.org/2658950/rotkreuz.html,1
Rotkreuz-http://dbpedia.org/page/Risch-Rotkreuz,1
Ross Levinsohn-Ross Levinsohn_undisclosedLink0,0
Richter-http://www.geonames.org/4278039/richter.html,0
Richter-http://www.freebase.com/view/en/sviatoslav_richter,0
Richter-http://dbpedia.org/page/Richter,0
Reinhard-http://dbpedia.org/page/Reinhard_Suhren,0
Reinhard-http://dbpedia.org/page/Reinhard,0
Rashed-http://dbpedia.org/page/Rashid_Rashed,0
Rajiv Agarwal-http://www.freebase.com/view/en/paagalpan,0
Raja-http://www.freebase.com/view/en/yuvan_shankar_raja_1979,0
Raja-http://dbpedia.org/page/A._Raja,1
Rahul Gandhi-http://dbpedia.org/page/Rahul,0
RK Chandolia-http://dbpedia.org/page/Rank_Raja,0
RK Chandolia-RK Chandolia_undisclosedLink0,0
RIMM-http://www.freebase.com/view/en/rdram,0
RIMM-http://dbpedia.org/page/Martin_Rimm,0
RIMM-RIMM_undisclosedLink0,0
R. Adams Cowley Shock Trauma Center-http://www.freebase.com/view/en/r_adams_cowley_shock_trauma_center,1
R. Adams Cowley Shock Trauma Center-http://dbpedia.org/page/R_Adams_Cowley,0
Question Hour-http://www.freebase.com/view/en/question_hour,1
Portugal-http://dbpedia.org/page/Portugal,1
Piper Jaffray-http://www.freebase.com/view/en/piper_jaffray_ventures_inc,0
Piper Jaffray-http://www.freebase.com/view/en/piper_jaffray,0
Philippines-http://dbpedia.org/page/Philippines,1
Peace Talks-http://www.freebase.com/view/en/lome_peace_accord,0
Paul R. La Monica-Paul R. La Monica_undisclosedLink1,0
Pasquarella-Pasquarella_undisclosedLink2,0
Pakistani-http://www.freebase.com/view/en/pakistan,1
Pakistan-http://www.freebase.com/view/en/government_of_pakistan,0
Orange-http://dbpedia.org/page/In_Orange,0
Opposition PDP-Opposition PDP_undisclosedLink0,0
Operation Troy-http://dbpedia.org/page/Troy,0
Operation Troy-Operation Troy_undisclosedLink0,0
Obama-Obama_undisclosedLink0,0
North Carolina-http://www.freebase.com/view/en/university_of_north_carolina_at_chapel_hill,0
North Carolina-http://www.freebase.com/view/en/north_carolina,1
North Carolina-http://dbpedia.org/page/North_Carolina,1
North Carolina-North Carolina_undisclosedLink0,0
Nokia-http://www.freebase.com/view/en/nokia,1
Nigeria-http://www.freebase.com/view/en/nigeria_national_football_team,0
Nigeria-http://www.freebase.com/view/en/nigeria_football_association,0
Nidal Malik Hasan-http://www.geonames.org/6784546/malik-hasan.html,0
Nidal Hasan-http://dbpedia.org/page/Umm_Nidal,0
Nidal Hasan-http://dbpedia.org/page/Abu_Nidal,0
New YorkÃ­s-New YorkÃ­s_undisclosedLink0,0
New York Times-http://dbpedia.org/page/The_New_York_Times_Best_Seller_list,0
New York Times-New York Times_undisclosedLink0,0
New Mexico-http://www.freebase.com/view/en/new_mexico,1
Nespresso-Nespresso_undisclosedLink2,0
Nepal-http://www.freebase.com/view/en/nepal,1
Muslims-http://www.freebase.com/view/en/muslim,1
Muslims-Muslims_undisclosedLink1,0
Munster-http://www.geonames.org/4903209/munster.html,0
Mueller-http://dbpedia.org/page/Otto_Friedrich_MMueller,0
Mr. Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad,1
Mr. Ahmadinejad-http://data.nytimes.com/N63021508116370590173,1
Mountain View-http://www.geonames.org/4816001/mountain-view.html,0
Moulvi Iftikhar Hussain-http://www.freebase.com/view/m/0cnz0r5,0
Motorola-http://www.freebase.com/view/en/motorola_68030,0
Motorola Mobility-http://www.freebase.com/view/en/motorola,0
Montgomery-http://dbpedia.org/page/Harold_Montgomery,0
Montek Singh Ahluwalia-http://www.freebase.com/view/en/montek_singh_ahluwalia,1
MondayÃ­s German-language-http://www.freebase.com/view/user/tsegaran/universityx/control/5431070,0
MondayÃ­s German-language-MondayÃ­s German-language_undisclosedLink0,0
Mohammed-http://www.geonames.org/1234852/mohammed.html,0
Mohammed-Mohammed_undisclosedLink0,0
Mohammed al-Roken-http://www.freebase.com/view/m/012wgx5,0
Mohammed Basha-http://www.freebase.com/view/m/0g9sp1g,0
Mohammad Akbar Lone-http://dbpedia.org/page/Mohammad_Akbar_Lone,1
Mohammad Akbar Lone-Mohammad Akbar Lone_undisclosedLink1,0
Minnesota-http://www.geonames.org/5037779/minnesota.html,1
Minnesota-http://www.freebase.com/view/en/minnesota,1
Middle East-http://www.freebase.com/view/en/middle_east_theatre_of_world_war_ii,0
Merrill Lynch-http://www.freebase.com/view/en/merrill_lynch_group_inc,0
Merrill Lynch-http://dbpedia.org/page/Merrill_Lynch,1
Mejia-Mejia_undisclosedLink0,0
Megan Buerger-Megan Buerger_undisclosedLink1,0
Meeko Carraway-http://www.freebase.com/view/en/meeko,0
Meeko Carraway-http://dbpedia.org/page/Caraway,0
Maryland State Department of Education-http://dbpedia.org/page/Kansas_State_Department_of_Education,0
Marib-http://dbpedia.org/page/MaTribesmen,1
Mansur Ali Khan Pataudi-http://dbpedia.org/page/Mansoor_Ali_Khan_Pataudi,1
Manmohan Singh-http://data.nytimes.com/N20187293049711042473,1
Maha Abouelenein-http://dbpedia.org/page/Maha,0
Madrid-http://www.freebase.com/view/en/atletico_de_madrid,0
Ma-http://www.freebase.com/view/en/m_a,0
Ma-http://dbpedia.org/page/Mazu_(goddess),0
Ma-http://dbpedia.org/page/.ma,0
Lugano-born Ermotti-http://www.freebase.com/view/m/0ft9hxw,0
Lugano-born Ermotti-Lugano-born Ermotti_undisclosedLink0,0
London-http://dbpedia.org/page/Chandra_Davis,0
Lewis Lee-http://dbpedia.org/page/Lewis_G._Lee,0
Lesa Jansen-http://www.geonames.org/910715/lesa.html,0
Leibacher-http://www.freebase.com/view/en/friedrich_leibacher,1
Leibacher-http://www.freebase.com/view/en/89956_leibacher,0
Lee & Hayes-http://www.freebase.com/view/en/lee_hays,0
